acc_a	acc_b	class	genus_a	genus_b	n_bbh	aai	prot_dist
GCA_008973485.1	GCA_041537905.1	inter_genus	Psychrobacillus	Ruegeria	547	43.3810	
GCA_009827455.1	GCA_025960885.1	inter_genus	Pontixanthobacter	Microbacterium	416	43.3800	
GCA_000966185.1	GCA_011008935.1	inter_genus	Domibacillus	Tabrizicola	568	43.3798	
GCA_001643235.1	GCA_030065535.1	inter_genus	Domibacillus	Microbacterium	506	43.3783	
GCA_001005315.1	GCA_013328815.1	inter_genus	Kordia	Tabrizicola	399	43.3772	
GCA_000338295.1	GCA_001643235.1	inter_genus	Rhodopirellula	Domibacillus	465	43.3757	
GCA_003054265.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	389	43.3740	
GCA_009827395.1	GCA_043944905.1	inter_genus	Pontixanthobacter	Antrihabitans	541	43.3736	
GCA_001005315.1	GCA_003597125.1	inter_genus	Kordia	Alcanivorax	464	43.3720	
GCA_020966775.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	518	43.3685	
GCA_000196115.1	GCA_003254155.1	inter_genus	Rhodopirellula	Psychrobacillus	428	43.3682	
GCA_007754425.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	418	43.3675	
GCA_003597125.1	GCA_900100925.1	inter_genus	Alcanivorax	Actinopolyspora	504	43.3651	
GCA_043556415.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	352	43.3639	
GCA_004365655.1	GCA_014212135.1	inter_genus	Epilithonimonas	Cohnella	503	43.3630	
GCA_001906925.1	GCA_002727185.1	inter_genus	Domibacillus	Rhodopirellula	464	43.3621	
GCA_015999335.1	GCA_047302405.1	inter_genus	Tabrizicola	Alkalihalobacillus	570	43.3605	
GCA_006861795.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	532	43.3562	
GCA_009601165.1	GCA_014651475.1	inter_genus	Alcanivorax	Mesonia	471	43.3554	
GCA_001437435.1	GCA_016481275.1	inter_genus	Furfurilactobacillus	Antrihabitans	335	43.3537	
GCA_001005315.1	GCA_003574395.1	inter_genus	Kordia	Tabrizicola	406	43.3534	
GCA_000966185.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	563	43.3533	
GCA_003597125.1	GCA_009901525.1	inter_genus	Alcanivorax	Kordia	461	43.3512	
GCA_015999335.1	GCA_020966775.1	inter_genus	Tabrizicola	Rhodopirellula	462	43.3511	
GCA_019334345.1	GCA_030814065.1	inter_genus	Neohoeflea	Mesobacillus	573	43.3503	
GCA_900100925.1	GCA_900636385.1	inter_genus	Actinopolyspora	Staphylococcus	415	43.3489	
GCA_000338295.1	GCA_001906925.1	inter_genus	Rhodopirellula	Domibacillus	460	43.3476	
GCA_009720525.1	GCA_030814065.1	inter_genus	Gimesia	Mesobacillus	523	43.3457	
GCA_007748195.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	434	43.3456	
GCA_003597125.1	GCA_014651475.1	inter_genus	Alcanivorax	Mesonia	458	43.3452	
GCA_001639725.1	GCA_004365655.1	inter_genus	Marinomonas	Epilithonimonas	428	43.3451	
GCA_007748195.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	415	43.3441	
GCA_003254155.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	507	43.3428	
GCA_008973485.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	519	43.3418	
GCA_008297975.1	GCA_900636385.1	inter_genus	Antrihabitans	Staphylococcus	419	43.3408	
GCA_020734105.1	GCA_043556415.1	inter_genus	Alkalihalobacillus	Microbacterium	460	43.3407	
GCA_009901525.1	GCA_042656585.1	inter_genus	Kordia	Thalassorhabdus	466	43.3386	
GCA_001005315.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	481	43.3385	
GCA_007754425.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	444	43.3374	
GCA_000196115.1	GCA_001906925.1	inter_genus	Rhodopirellula	Domibacillus	466	43.3330	
GCA_013328815.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	542	43.3321	
GCA_012972675.1	GCA_030065535.1	inter_genus	Pontixanthobacter	Microbacterium	415	43.3306	
GCA_008297975.1	GCA_012972675.1	inter_genus	Antrihabitans	Pontixanthobacter	503	43.3300	
GCA_003597125.1	GCA_043556415.1	inter_genus	Alcanivorax	Microbacterium	391	43.3286	
GCA_000756655.1	GCA_009901525.1	inter_genus	Alcanivorax	Kordia	462	43.3281	
GCA_003254155.1	GCA_013409785.1	inter_genus	Psychrobacillus	Microbacterium	494	43.3277	
GCA_014212135.1	GCA_019334345.1	inter_genus	Cohnella	Neohoeflea	613	43.3274	
GCA_006861775.1	GCA_043556415.1	inter_genus	Psychrobacillus	Microbacterium	460	43.3261	
GCA_000009365.1	GCA_001005315.1	inter_genus	Alcanivorax	Kordia	448	43.3246	
GCA_008973485.1	GCA_009901525.1	inter_genus	Psychrobacillus	Kordia	493	43.3241	
GCA_030814065.1	GCA_043556415.1	inter_genus	Mesobacillus	Microbacterium	463	43.3227	
GCA_006861795.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	566	43.3224	
GCA_000181475.1	GCA_030814065.1	inter_genus	Gimesia	Mesobacillus	529	43.3216	
GCA_000292245.2	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	554	43.3204	
GCA_020734105.1	GCA_900142325.1	inter_genus	Alkalihalobacillus	Epilithonimonas	472	43.3161	
GCA_009828095.1	GCA_043944905.1	inter_genus	Pontixanthobacter	Antrihabitans	522	43.3161	
GCA_000338295.1	GCA_000970675.1	inter_genus	Rhodopirellula	Domibacillus	483	43.3141	
GCA_003054265.1	GCA_009827455.1	inter_genus	Kordia	Pontixanthobacter	423	43.3125	
GCA_006861775.1	GCA_013328815.1	inter_genus	Psychrobacillus	Tabrizicola	571	43.3091	
GCA_000338295.1	GCA_011008935.1	inter_genus	Rhodopirellula	Tabrizicola	444	43.3043	
GCA_025960885.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	404	43.3040	
GCA_001643235.1	GCA_002727185.1	inter_genus	Domibacillus	Rhodopirellula	474	43.3023	
GCA_034424525.1	GCA_047302405.1	inter_genus	Sphingobium	Alkalihalobacillus	578	43.3016	
GCA_009901525.1	GCA_041537905.1	inter_genus	Kordia	Ruegeria	440	43.2993	
GCA_042654505.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	389	43.2987	
GCA_001639725.1	GCA_030065535.1	inter_genus	Marinomonas	Microbacterium	454	43.2987	
GCA_000970675.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	553	43.2980	
GCA_011008935.1	GCA_047302405.1	inter_genus	Tabrizicola	Alkalihalobacillus	564	43.2968	
GCA_014212135.1	GCA_041537905.1	inter_genus	Cohnella	Ruegeria	670	43.2961	
GCA_000756655.1	GCA_013409785.1	inter_genus	Alcanivorax	Microbacterium	453	43.2958	
GCA_008297975.1	GCA_013328815.1	inter_genus	Antrihabitans	Tabrizicola	617	43.2942	
GCA_020966775.1	GCA_028610675.1	inter_genus	Rhodopirellula	Alkalihalobacillus	499	43.2938	
GCA_003597125.1	GCA_004365655.1	inter_genus	Alcanivorax	Epilithonimonas	386	43.2933	
GCA_003054265.1	GCA_009828095.1	inter_genus	Kordia	Pontixanthobacter	428	43.2930	
GCA_001005315.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	393	43.2901	
GCA_020734105.1	GCA_025960885.1	inter_genus	Alkalihalobacillus	Microbacterium	546	43.2897	
GCA_000196115.1	GCA_030814065.1	inter_genus	Rhodopirellula	Mesobacillus	479	43.2894	
GCA_000196115.1	GCA_006861775.1	inter_genus	Rhodopirellula	Psychrobacillus	455	43.2879	
GCA_014212135.1	GCA_043556415.1	inter_genus	Cohnella	Microbacterium	605	43.2869	
GCA_000338295.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	472	43.2845	
GCA_000196115.1	GCA_014212135.1	inter_genus	Rhodopirellula	Cohnella	576	43.2816	
GCA_000338295.1	GCA_000966185.1	inter_genus	Rhodopirellula	Domibacillus	509	43.2809	
GCA_008297975.1	GCA_009828095.1	inter_genus	Antrihabitans	Pontixanthobacter	517	43.2809	
GCA_001639725.1	GCA_043944905.1	inter_genus	Marinomonas	Antrihabitans	567	43.2804	
GCA_001906925.1	GCA_020966775.1	inter_genus	Domibacillus	Rhodopirellula	474	43.2804	
GCA_000196115.1	GCA_020734105.1	inter_genus	Rhodopirellula	Alkalihalobacillus	504	43.2788	
GCA_009827395.1	GCA_014651475.1	inter_genus	Pontixanthobacter	Mesonia	410	43.2780	
GCA_000338295.1	GCA_015999335.1	inter_genus	Rhodopirellula	Tabrizicola	482	43.2776	
GCA_000181475.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	427	43.2745	
GCA_000154725.1	GCA_012972675.1	inter_genus	Kordia	Pontixanthobacter	411	43.2713	
GCA_000196115.1	GCA_000970675.1	inter_genus	Rhodopirellula	Domibacillus	486	43.2693	
GCA_009828095.1	GCA_013409785.1	inter_genus	Pontixanthobacter	Microbacterium	439	43.2692	
GCA_000292245.2	GCA_041537905.1	inter_genus	Alkalihalobacillus	Ruegeria	570	43.2668	
GCA_019334345.1	GCA_028610675.1	inter_genus	Neohoeflea	Alkalihalobacillus	528	43.2640	
GCA_012972675.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	336	43.2628	
GCA_007748195.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	417	43.2626	
GCA_001437435.1	GCA_013409785.1	inter_genus	Furfurilactobacillus	Microbacterium	321	43.2623	
GCA_006861775.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	551	43.2623	
GCA_006861775.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	555	43.2620	
GCA_041537905.1	GCA_900142325.1	inter_genus	Ruegeria	Epilithonimonas	419	43.2613	
GCA_003254155.1	GCA_007754425.1	inter_genus	Psychrobacillus	Gimesia	480	43.2610	
GCA_000970675.1	GCA_041537905.1	inter_genus	Domibacillus	Ruegeria	571	43.2578	
GCA_000966185.1	GCA_041537905.1	inter_genus	Domibacillus	Ruegeria	618	43.2553	
GCA_011008935.1	GCA_014651475.1	inter_genus	Tabrizicola	Mesonia	392	43.2518	
GCA_000338295.1	GCA_014651475.1	inter_genus	Rhodopirellula	Mesonia	462	43.2485	
GCA_003574395.1	GCA_008297975.1	inter_genus	Tabrizicola	Antrihabitans	550	43.2476	
GCA_000154725.1	GCA_009828095.1	inter_genus	Kordia	Pontixanthobacter	432	43.2475	
GCA_013328815.1	GCA_030065535.1	inter_genus	Tabrizicola	Microbacterium	510	43.2453	
GCA_000338295.1	GCA_006861775.1	inter_genus	Rhodopirellula	Psychrobacillus	454	43.2434	
GCA_011008935.1	GCA_020966775.1	inter_genus	Tabrizicola	Rhodopirellula	444	43.2405	
GCA_002727185.1	GCA_030814065.1	inter_genus	Rhodopirellula	Mesobacillus	482	43.2396	
GCA_019334345.1	GCA_043944905.1	inter_genus	Neohoeflea	Antrihabitans	611	43.2390	
GCA_000154725.1	GCA_003574395.1	inter_genus	Kordia	Tabrizicola	408	43.2279	
GCA_003574395.1	GCA_014651475.1	inter_genus	Tabrizicola	Mesonia	403	43.2268	
GCA_000970675.1	GCA_011008935.1	inter_genus	Domibacillus	Tabrizicola	553	43.2262	
GCA_001005315.1	GCA_009720525.1	inter_genus	Kordia	Gimesia	464	43.2233	
GCA_008973485.1	GCA_013409785.1	inter_genus	Psychrobacillus	Microbacterium	521	43.2223	
GCA_000292245.2	GCA_007748195.1	inter_genus	Alkalihalobacillus	Gimesia	563	43.2218	
GCA_002727185.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	490	43.2196	
GCA_001639725.1	GCA_043556415.1	inter_genus	Marinomonas	Microbacterium	406	43.2185	
GCA_009827455.1	GCA_043944905.1	inter_genus	Pontixanthobacter	Antrihabitans	522	43.2178	
GCA_008297975.1	GCA_009827395.1	inter_genus	Antrihabitans	Pontixanthobacter	525	43.2177	
GCA_013328815.1	GCA_020966775.1	inter_genus	Tabrizicola	Rhodopirellula	470	43.2164	
GCA_003254155.1	GCA_007748195.1	inter_genus	Psychrobacillus	Gimesia	479	43.2146	
GCA_000181475.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	430	43.2142	
GCA_009827455.1	GCA_014651475.1	inter_genus	Pontixanthobacter	Mesonia	415	43.2133	
GCA_014651475.1	GCA_900636385.1	inter_genus	Mesonia	Staphylococcus	406	43.2128	
GCA_006861775.1	GCA_007754425.1	inter_genus	Psychrobacillus	Gimesia	518	43.2104	
GCA_007754425.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	428	43.2103	
GCA_009828095.1	GCA_014651475.1	inter_genus	Pontixanthobacter	Mesonia	422	43.2090	
GCA_001005315.1	GCA_041537905.1	inter_genus	Kordia	Ruegeria	456	43.2086	
GCA_008297975.1	GCA_009827455.1	inter_genus	Antrihabitans	Pontixanthobacter	512	43.2078	
GCA_028610675.1	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	561	43.2068	
GCA_001639725.1	GCA_008704535.1	inter_genus	Marinomonas	Streptomyces	545	43.2061	
GCA_003054265.1	GCA_012972675.1	inter_genus	Kordia	Pontixanthobacter	416	43.2046	
GCA_000196115.1	GCA_016481275.1	inter_genus	Rhodopirellula	Antrihabitans	441	43.2041	
GCA_000966185.1	GCA_020966775.1	inter_genus	Domibacillus	Rhodopirellula	523	43.1996	
GCA_008704535.1	GCA_020966775.1	inter_genus	Streptomyces	Rhodopirellula	472	43.1977	
GCA_003574395.1	GCA_020966775.1	inter_genus	Tabrizicola	Rhodopirellula	462	43.1950	
GCA_000338295.1	GCA_013328815.1	inter_genus	Rhodopirellula	Tabrizicola	472	43.1930	
GCA_008704535.1	GCA_019334345.1	inter_genus	Streptomyces	Neohoeflea	623	43.1878	
GCA_009827395.1	GCA_900100925.1	inter_genus	Pontixanthobacter	Actinopolyspora	463	43.1864	
GCA_004365655.1	GCA_041537905.1	inter_genus	Epilithonimonas	Ruegeria	404	43.1854	
GCA_011008935.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	555	43.1840	
GCA_003597125.1	GCA_900142325.1	inter_genus	Alcanivorax	Epilithonimonas	396	43.1833	
GCA_000154725.1	GCA_009827395.1	inter_genus	Kordia	Pontixanthobacter	421	43.1827	
GCA_000154725.1	GCA_009827455.1	inter_genus	Kordia	Pontixanthobacter	437	43.1810	
GCA_000292245.2	GCA_020966775.1	inter_genus	Alkalihalobacillus	Rhodopirellula	498	43.1805	
GCA_001639725.1	GCA_042650985.1	inter_genus	Marinomonas	Epilithonimonas	470	43.1798	
GCA_007748195.1	GCA_030814065.1	inter_genus	Gimesia	Mesobacillus	535	43.1796	
GCA_019334345.1	GCA_020966775.1	inter_genus	Neohoeflea	Rhodopirellula	448	43.1779	
GCA_001437435.1	GCA_008297975.1	inter_genus	Furfurilactobacillus	Antrihabitans	349	43.1748	
GCA_041537905.1	GCA_042650985.1	inter_genus	Ruegeria	Epilithonimonas	431	43.1740	
GCA_000338295.1	GCA_028610675.1	inter_genus	Rhodopirellula	Alkalihalobacillus	498	43.1731	
GCA_009601165.1	GCA_009901525.1	inter_genus	Alcanivorax	Kordia	467	43.1700	
GCA_003254155.1	GCA_009720525.1	inter_genus	Psychrobacillus	Gimesia	481	43.1696	
GCA_012972675.1	GCA_014651475.1	inter_genus	Pontixanthobacter	Mesonia	410	43.1666	
GCA_900142325.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	376	43.1665	
GCA_009828095.1	GCA_025960885.1	inter_genus	Pontixanthobacter	Microbacterium	424	43.1658	
GCA_000966185.1	GCA_002727185.1	inter_genus	Domibacillus	Rhodopirellula	520	43.1633	
GCA_001643235.1	GCA_041537905.1	inter_genus	Domibacillus	Ruegeria	551	43.1593	
GCA_001005315.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	374	43.1588	
GCA_020734105.1	GCA_020966775.1	inter_genus	Alkalihalobacillus	Rhodopirellula	517	43.1553	
GCA_007754425.1	GCA_030814065.1	inter_genus	Gimesia	Mesobacillus	535	43.1529	
GCA_025960885.1	GCA_034424525.1	inter_genus	Microbacterium	Sphingobium	567	43.1526	
GCA_000181475.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	580	43.1510	
GCA_009901525.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	485	43.1507	
GCA_015999335.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	389	43.1499	
GCA_007748195.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	588	43.1486	
GCA_008297975.1	GCA_011008935.1	inter_genus	Antrihabitans	Tabrizicola	581	43.1465	
GCA_000181475.1	GCA_003254155.1	inter_genus	Gimesia	Psychrobacillus	475	43.1455	
GCA_001643235.1	GCA_020966775.1	inter_genus	Domibacillus	Rhodopirellula	488	43.1439	
GCA_006861795.1	GCA_013409785.1	inter_genus	Psychrobacillus	Microbacterium	548	43.1416	
GCA_015999335.1	GCA_025960885.1	inter_genus	Tabrizicola	Microbacterium	552	43.1393	
GCA_000292245.2	GCA_000338295.1	inter_genus	Alkalihalobacillus	Rhodopirellula	508	43.1382	
GCA_000181475.1	GCA_006861775.1	inter_genus	Gimesia	Psychrobacillus	518	43.1375	
GCA_000196115.1	GCA_009827455.1	inter_genus	Rhodopirellula	Pontixanthobacter	423	43.1364	
GCA_007754425.1	GCA_008973485.1	inter_genus	Gimesia	Psychrobacillus	504	43.1347	
GCA_001005315.1	GCA_009828095.1	inter_genus	Kordia	Pontixanthobacter	430	43.1337	
GCA_002727185.1	GCA_015999335.1	inter_genus	Rhodopirellula	Tabrizicola	494	43.1330	
GCA_002727185.1	GCA_020734105.1	inter_genus	Rhodopirellula	Alkalihalobacillus	518	43.1326	
GCA_002727185.1	GCA_008973485.1	inter_genus	Rhodopirellula	Psychrobacillus	447	43.1315	
GCA_000196115.1	GCA_013328815.1	inter_genus	Rhodopirellula	Tabrizicola	465	43.1310	
GCA_012932915.1	GCA_041537905.1	inter_genus	Antrihabitans	Ruegeria	673	43.1303	
GCA_019334345.1	GCA_020734105.1	inter_genus	Neohoeflea	Alkalihalobacillus	600	43.1302	
GCA_008704535.1	GCA_009720525.1	inter_genus	Streptomyces	Gimesia	517	43.1300	
GCA_000196115.1	GCA_028610675.1	inter_genus	Rhodopirellula	Alkalihalobacillus	502	43.1297	
GCA_000181475.1	GCA_000292245.2	inter_genus	Gimesia	Alkalihalobacillus	567	43.1280	
GCA_008297975.1	GCA_015999335.1	inter_genus	Antrihabitans	Tabrizicola	582	43.1280	
GCA_000181475.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	424	43.1276	
GCA_003574395.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	385	43.1249	
GCA_000292245.2	GCA_009720525.1	inter_genus	Alkalihalobacillus	Gimesia	574	43.1249	
GCA_000338295.1	GCA_016481275.1	inter_genus	Rhodopirellula	Antrihabitans	435	43.1244	
GCA_009720525.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	429	43.1238	
GCA_000196115.1	GCA_000966185.1	inter_genus	Rhodopirellula	Domibacillus	517	43.1232	
GCA_000009365.1	GCA_004365655.1	inter_genus	Alcanivorax	Epilithonimonas	381	43.1184	
GCA_004365655.1	GCA_015999335.1	inter_genus	Epilithonimonas	Tabrizicola	388	43.1183	
GCA_009720525.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	437	43.1142	
GCA_002727185.1	GCA_014651475.1	inter_genus	Rhodopirellula	Mesonia	459	43.1131	
GCA_000338295.1	GCA_006861795.1	inter_genus	Rhodopirellula	Psychrobacillus	444	43.1117	
GCA_002727185.1	GCA_013328815.1	inter_genus	Rhodopirellula	Tabrizicola	476	43.1107	
GCA_003597125.1	GCA_042650985.1	inter_genus	Alcanivorax	Epilithonimonas	417	43.1103	
GCA_000154725.1	GCA_007748195.1	inter_genus	Kordia	Gimesia	479	43.1092	
GCA_000181475.1	GCA_008973485.1	inter_genus	Gimesia	Psychrobacillus	492	43.1089	
GCA_028610675.1	GCA_041537905.1	inter_genus	Alkalihalobacillus	Ruegeria	574	43.1089	
GCA_000756655.1	GCA_042654505.1	inter_genus	Alcanivorax	Epilithonimonas	402	43.1087	
GCA_001437435.1	GCA_001639725.1	inter_genus	Furfurilactobacillus	Marinomonas	304	43.1059	
GCA_002727185.1	GCA_006861775.1	inter_genus	Rhodopirellula	Psychrobacillus	464	43.1058	
GCA_000196115.1	GCA_047302405.1	inter_genus	Rhodopirellula	Alkalihalobacillus	519	43.1017	
GCA_009720525.1	GCA_012932915.1	inter_genus	Gimesia	Antrihabitans	477	43.1004	
GCA_009827455.1	GCA_043556415.1	inter_genus	Pontixanthobacter	Microbacterium	372	43.0992	
GCA_003574395.1	GCA_009901525.1	inter_genus	Tabrizicola	Kordia	411	43.0983	
GCA_015999335.1	GCA_900142325.1	inter_genus	Tabrizicola	Epilithonimonas	403	43.0938	
GCA_009827455.1	GCA_020966775.1	inter_genus	Pontixanthobacter	Rhodopirellula	422	43.0931	
GCA_012972675.1	GCA_025960885.1	inter_genus	Pontixanthobacter	Microbacterium	422	43.0929	
GCA_000009365.1	GCA_043556415.1	inter_genus	Alcanivorax	Microbacterium	381	43.0924	
GCA_006861775.1	GCA_009720525.1	inter_genus	Psychrobacillus	Gimesia	511	43.0924	
GCA_007754425.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	588	43.0913	
GCA_003054265.1	GCA_009827395.1	inter_genus	Kordia	Pontixanthobacter	422	43.0886	
GCA_009601165.1	GCA_043556415.1	inter_genus	Alcanivorax	Microbacterium	391	43.0854	
GCA_009901525.1	GCA_011008935.1	inter_genus	Kordia	Tabrizicola	400	43.0805	
GCA_008704535.1	GCA_009828095.1	inter_genus	Streptomyces	Pontixanthobacter	532	43.0799	
GCA_000196115.1	GCA_006861795.1	inter_genus	Rhodopirellula	Psychrobacillus	449	43.0793	
GCA_014651475.1	GCA_019334345.1	inter_genus	Mesonia	Neohoeflea	401	43.0771	
GCA_000338295.1	GCA_012972675.1	inter_genus	Rhodopirellula	Pontixanthobacter	433	43.0769	
GCA_000338295.1	GCA_008973485.1	inter_genus	Rhodopirellula	Psychrobacillus	444	43.0743	
GCA_000292245.2	GCA_007754425.1	inter_genus	Alkalihalobacillus	Gimesia	567	43.0725	
GCA_006861775.1	GCA_020966775.1	inter_genus	Psychrobacillus	Rhodopirellula	458	43.0712	
GCA_020966775.1	GCA_047302405.1	inter_genus	Rhodopirellula	Alkalihalobacillus	518	43.0699	
GCA_006861795.1	GCA_020966775.1	inter_genus	Psychrobacillus	Rhodopirellula	446	43.0684	
GCA_008973485.1	GCA_020966775.1	inter_genus	Psychrobacillus	Rhodopirellula	445	43.0661	
GCA_041537905.1	GCA_043944905.1	inter_genus	Ruegeria	Antrihabitans	651	43.0656	
GCA_007754425.1	GCA_028610675.1	inter_genus	Gimesia	Alkalihalobacillus	569	43.0652	
GCA_020734105.1	GCA_041537905.1	inter_genus	Alkalihalobacillus	Ruegeria	641	43.0649	
GCA_041537905.1	GCA_042654505.1	inter_genus	Ruegeria	Epilithonimonas	432	43.0646	
GCA_002727185.1	GCA_028610675.1	inter_genus	Rhodopirellula	Alkalihalobacillus	509	43.0631	
GCA_003574395.1	GCA_043556415.1	inter_genus	Tabrizicola	Microbacterium	429	43.0613	
GCA_003574395.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	518	43.0595	
GCA_001639725.1	GCA_900142325.1	inter_genus	Marinomonas	Epilithonimonas	450	43.0587	
GCA_006861775.1	GCA_007748195.1	inter_genus	Psychrobacillus	Gimesia	524	43.0574	
GCA_000196115.1	GCA_000292245.2	inter_genus	Rhodopirellula	Alkalihalobacillus	504	43.0524	
GCA_000196115.1	GCA_014651475.1	inter_genus	Rhodopirellula	Mesonia	454	43.0520	
GCA_019334345.1	GCA_900100925.1	inter_genus	Neohoeflea	Actinopolyspora	582	43.0442	
GCA_000181475.1	GCA_028610675.1	inter_genus	Gimesia	Alkalihalobacillus	582	43.0412	
GCA_000338295.1	GCA_009827455.1	inter_genus	Rhodopirellula	Pontixanthobacter	427	43.0403	
GCA_000196115.1	GCA_012972675.1	inter_genus	Rhodopirellula	Pontixanthobacter	430	43.0398	
GCA_019334345.1	GCA_047302405.1	inter_genus	Neohoeflea	Alkalihalobacillus	582	43.0375	
GCA_014651475.1	GCA_034424525.1	inter_genus	Mesonia	Sphingobium	461	43.0345	
GCA_000181475.1	GCA_001005315.1	inter_genus	Gimesia	Kordia	474	43.0333	
GCA_007748195.1	GCA_008973485.1	inter_genus	Gimesia	Psychrobacillus	504	43.0310	
GCA_002727185.1	GCA_043944905.1	inter_genus	Rhodopirellula	Antrihabitans	450	43.0289	
GCA_000154725.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	396	43.0278	
GCA_000196115.1	GCA_015999335.1	inter_genus	Rhodopirellula	Tabrizicola	476	43.0271	
GCA_000154725.1	GCA_001437435.1	inter_genus	Kordia	Furfurilactobacillus	250	43.0264	
GCA_001437435.1	GCA_012932915.1	inter_genus	Furfurilactobacillus	Antrihabitans	334	43.0249	
GCA_001639725.1	GCA_013409785.1	inter_genus	Marinomonas	Microbacterium	453	43.0247	
GCA_008704535.1	GCA_009827395.1	inter_genus	Streptomyces	Pontixanthobacter	530	43.0225	
GCA_001639725.1	GCA_008297975.1	inter_genus	Marinomonas	Antrihabitans	540	43.0207	
GCA_001005315.1	GCA_007754425.1	inter_genus	Kordia	Gimesia	480	43.0196	
GCA_001437435.1	GCA_003574395.1	inter_genus	Furfurilactobacillus	Tabrizicola	273	43.0194	
GCA_008704535.1	GCA_012972675.1	inter_genus	Streptomyces	Pontixanthobacter	504	43.0192	
GCA_007748195.1	GCA_028610675.1	inter_genus	Gimesia	Alkalihalobacillus	573	43.0185	
GCA_009828095.1	GCA_900100925.1	inter_genus	Pontixanthobacter	Actinopolyspora	462	43.0173	
GCA_000196115.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	489	43.0168	
GCA_000338295.1	GCA_013409785.1	inter_genus	Rhodopirellula	Microbacterium	399	43.0140	
GCA_009720525.1	GCA_016481275.1	inter_genus	Gimesia	Antrihabitans	469	43.0124	
GCA_020966775.1	GCA_043944905.1	inter_genus	Rhodopirellula	Antrihabitans	428	43.0098	
GCA_004365655.1	GCA_009601165.1	inter_genus	Epilithonimonas	Alcanivorax	400	43.0087	
GCA_000009365.1	GCA_900142325.1	inter_genus	Alcanivorax	Epilithonimonas	390	43.0085	
GCA_001437435.1	GCA_013328815.1	inter_genus	Furfurilactobacillus	Tabrizicola	286	43.0049	
GCA_009827395.1	GCA_043556415.1	inter_genus	Pontixanthobacter	Microbacterium	371	43.0013	
GCA_002727185.1	GCA_034424525.1	inter_genus	Rhodopirellula	Sphingobium	571	43.0009	
GCA_012972675.1	GCA_043556415.1	inter_genus	Pontixanthobacter	Microbacterium	372	42.9987	
GCA_000338295.1	GCA_047302405.1	inter_genus	Rhodopirellula	Alkalihalobacillus	526	42.9985	
GCA_011008935.1	GCA_030065535.1	inter_genus	Tabrizicola	Microbacterium	500	42.9914	
GCA_000196115.1	GCA_008973485.1	inter_genus	Rhodopirellula	Psychrobacillus	444	42.9905	
GCA_011008935.1	GCA_043556415.1	inter_genus	Tabrizicola	Microbacterium	433	42.9894	
GCA_001639725.1	GCA_900100925.1	inter_genus	Marinomonas	Actinopolyspora	504	42.9893	
