bin	source	completeness	contamination	donor	donor_species	nn_dist	nn_dist_acc	nn_dist_ok	nn_cont	nn_cont_acc	nn_cont_ok
GCA_042654025.1~c0.50~g0.00~none.fna	GCA_042654025.1	0.50	0.00	none	present	0.110807	GCA_001894985.1	True	0.161878	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.00~none.fna	GCA_042654025.1	0.50	0.00	none	absent	0.110807	GCA_001894985.1	True	0.161878	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.10~far.fna	GCA_042654025.1	0.50	0.10	far	present	0.104419	GCA_965137075.1	False	0.144254	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.10~far.fna	GCA_042654025.1	0.50	0.10	far	absent	0.112702	GCA_001894985.1	True	0.144254	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.10~near.fna	GCA_042654025.1	0.50	0.10	near	present	0.112243	GCA_001894985.1	True	0.145651	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.10~near.fna	GCA_042654025.1	0.50	0.10	near	absent	0.112243	GCA_001894985.1	True	0.145651	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.20~far.fna	GCA_042654025.1	0.50	0.20	far	present	0.071691	GCA_965137075.1	False	0.202350	GCA_965137075.1	False
GCA_042654025.1~c0.50~g0.20~far.fna	GCA_042654025.1	0.50	0.20	far	absent	0.114684	GCA_001894985.1	True	0.127679	GCA_001894985.1	True
GCA_042654025.1~c0.50~g0.20~near.fna	GCA_042654025.1	0.50	0.20	near	present	0.104343	GCA_012396235.1	True	0.217279	GCA_048288345.1	True
GCA_042654025.1~c0.50~g0.20~near.fna	GCA_042654025.1	0.50	0.20	near	absent	0.114013	GCA_001894985.1	True	0.129964	GCA_001894985.1	True
GCA_042654025.1~c0.30~g0.00~none.fna	GCA_042654025.1	0.30	0.00	none	present	0.131260	GCA_001894985.1	True	0.155228	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.00~none.fna	GCA_042654025.1	0.30	0.00	none	absent	0.131260	GCA_001894985.1	True	0.155228	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.10~far.fna	GCA_042654025.1	0.30	0.10	far	present	0.113259	GCA_003860505.1	False	0.139104	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.10~far.fna	GCA_042654025.1	0.30	0.10	far	absent	0.132111	GCA_001894985.1	True	0.139104	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.10~near.fna	GCA_042654025.1	0.30	0.10	near	present	0.131683	GCA_001894985.1	True	0.140359	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.10~near.fna	GCA_042654025.1	0.30	0.10	near	absent	0.131683	GCA_001894985.1	True	0.140359	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.20~far.fna	GCA_042654025.1	0.30	0.20	far	present	0.083680	GCA_965137075.1	False	0.206761	GCA_003860505.1	False
GCA_042654025.1~c0.30~g0.20~far.fna	GCA_042654025.1	0.30	0.20	far	absent	0.132833	GCA_001894985.1	True	0.126287	GCA_900101735.1	True
GCA_042654025.1~c0.30~g0.20~near.fna	GCA_042654025.1	0.30	0.20	near	present	0.121685	GCA_910591545.1	True	0.233362	GCA_910591545.1	True
GCA_042654025.1~c0.30~g0.20~near.fna	GCA_042654025.1	0.30	0.20	near	absent	0.132543	GCA_001894985.1	True	0.125878	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.00~none.fna	GCA_042654025.1	0.20	0.00	none	present	0.156129	GCA_001894985.1	True	0.128416	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.00~none.fna	GCA_042654025.1	0.20	0.00	none	absent	0.156129	GCA_001894985.1	True	0.128416	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.10~far.fna	GCA_042654025.1	0.20	0.10	far	present	0.128799	GCA_003860505.1	False	0.114945	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.10~far.fna	GCA_042654025.1	0.20	0.10	far	absent	0.157113	GCA_001894985.1	True	0.114945	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.10~near.fna	GCA_042654025.1	0.20	0.10	near	present	0.156129	GCA_001894985.1	True	0.149068	GCA_048288345.1	True
GCA_042654025.1~c0.20~g0.10~near.fna	GCA_042654025.1	0.20	0.10	near	absent	0.156129	GCA_001894985.1	True	0.115599	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.20~far.fna	GCA_042654025.1	0.20	0.20	far	present	0.094079	GCA_003860505.1	False	0.211731	GCA_003860505.1	False
GCA_042654025.1~c0.20~g0.20~far.fna	GCA_042654025.1	0.20	0.20	far	absent	0.157613	GCA_001894985.1	True	0.101610	GCA_900101735.1	True
GCA_042654025.1~c0.20~g0.20~near.fna	GCA_042654025.1	0.20	0.20	near	present	0.141476	GCA_910591545.1	True	0.220376	GCA_048288345.1	True
GCA_042654025.1~c0.20~g0.20~near.fna	GCA_042654025.1	0.20	0.20	near	absent	0.155405	GCA_001894985.1	True	0.107044	GCA_001894985.1	True
GCA_042654025.1~c0.10~g0.00~none.fna	GCA_042654025.1	0.10	0.00	none	present	0.176252	GCA_001894985.1	True	0.151457	GCA_900101735.1	True
GCA_042654025.1~c0.10~g0.00~none.fna	GCA_042654025.1	0.10	0.00	none	absent	0.176252	GCA_001894985.1	True	0.151457	GCA_900101735.1	True
GCA_042654025.1~c0.10~g0.10~far.fna	GCA_042654025.1	0.10	0.10	far	present	0.144959	GCA_003860505.1	False	0.130743	GCA_001894985.1	True
GCA_042654025.1~c0.10~g0.10~far.fna	GCA_042654025.1	0.10	0.10	far	absent	0.177011	GCA_001894985.1	True	0.130743	GCA_001894985.1	True
GCA_042654025.1~c0.10~g0.10~near.fna	GCA_042654025.1	0.10	0.10	near	present	0.176630	GCA_001894985.1	True	0.151776	GCA_048288345.1	True
GCA_042654025.1~c0.10~g0.10~near.fna	GCA_042654025.1	0.10	0.10	near	absent	0.176630	GCA_001894985.1	True	0.131846	GCA_900101735.1	True
GCA_042654025.1~c0.10~g0.20~far.fna	GCA_042654025.1	0.10	0.20	far	present	0.118834	GCA_965137075.1	False	0.207100	GCA_003860505.1	False
GCA_042654025.1~c0.10~g0.20~far.fna	GCA_042654025.1	0.10	0.20	far	absent	0.178173	GCA_001894985.1	True	0.118185	GCA_900101735.1	True
GCA_042654025.1~c0.10~g0.20~near.fna	GCA_042654025.1	0.10	0.20	near	present	0.175506	GCA_048288345.1	True	0.199168	GCA_048288345.1	True
GCA_042654025.1~c0.10~g0.20~near.fna	GCA_042654025.1	0.10	0.20	near	absent	0.177782	GCA_001894985.1	True	0.119112	GCA_001894985.1	True
GCA_022134735.1~c1.00~g0.00~none.fna	GCA_022134735.1	1.00	0.00	none	present	0.104040	GCA_001646785.1	True	0.112581	GCA_001646785.1	True
GCA_022134735.1~c1.00~g0.00~none.fna	GCA_022134735.1	1.00	0.00	none	absent	0.104040	GCA_001646785.1	True	0.112581	GCA_001646785.1	True
GCA_022134735.1~c1.00~g0.10~far.fna	GCA_022134735.1	1.00	0.10	far	present	0.100498	GCA_026151335.1	False	0.100935	GCA_001646785.1	True
GCA_022134735.1~c1.00~g0.10~far.fna	GCA_022134735.1	1.00	0.10	far	absent	0.106765	GCA_001646785.1	True	0.100935	GCA_001646785.1	True
GCA_022134735.1~c1.00~g0.10~near.fna	GCA_022134735.1	1.00	0.10	near	present	0.106926	GCA_001646785.1	True	0.125795	GCA_000583735.1	True
GCA_022134735.1~c1.00~g0.10~near.fna	GCA_022134735.1	1.00	0.10	near	absent	0.106926	GCA_001646785.1	True	0.100598	GCA_001646785.1	True
GCA_022134735.1~c1.00~g0.20~far.fna	GCA_022134735.1	1.00	0.20	far	present	0.064070	GCA_026151335.1	False	0.198897	GCA_026151335.1	False
GCA_022134735.1~c1.00~g0.20~far.fna	GCA_022134735.1	1.00	0.20	far	absent	0.110719	GCA_001646785.1	True	0.088037	GCA_001646785.1	True
GCA_022134735.1~c1.00~g0.20~near.fna	GCA_022134735.1	1.00	0.20	near	present	0.080069	GCA_000583735.1	True	0.216164	GCA_000583735.1	True
GCA_022134735.1~c1.00~g0.20~near.fna	GCA_022134735.1	1.00	0.20	near	absent	0.110019	GCA_001646785.1	True	0.089257	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.00~none.fna	GCA_022134735.1	0.90	0.00	none	present	0.106444	GCA_001646785.1	True	0.112948	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.00~none.fna	GCA_022134735.1	0.90	0.00	none	absent	0.106444	GCA_001646785.1	True	0.112948	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.10~far.fna	GCA_022134735.1	0.90	0.10	far	present	0.100567	GCA_026151335.1	False	0.101039	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.10~far.fna	GCA_022134735.1	0.90	0.10	far	absent	0.109161	GCA_001646785.1	True	0.101039	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.10~near.fna	GCA_022134735.1	0.90	0.10	near	present	0.108654	GCA_001646785.1	True	0.109186	GCA_000583735.1	True
GCA_022134735.1~c0.90~g0.10~near.fna	GCA_022134735.1	0.90	0.10	near	absent	0.108654	GCA_001646785.1	True	0.102069	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.20~far.fna	GCA_022134735.1	0.90	0.20	far	present	0.065023	GCA_026151335.1	False	0.202273	GCA_026151335.1	False
GCA_022134735.1~c0.90~g0.20~far.fna	GCA_022134735.1	0.90	0.20	far	absent	0.112061	GCA_001646785.1	True	0.089726	GCA_001646785.1	True
GCA_022134735.1~c0.90~g0.20~near.fna	GCA_022134735.1	0.90	0.20	near	present	0.084565	GCA_000583735.1	True	0.209340	GCA_000583735.1	True
GCA_022134735.1~c0.90~g0.20~near.fna	GCA_022134735.1	0.90	0.20	near	absent	0.111609	GCA_001646785.1	True	0.090658	GCA_001646785.1	True
GCA_022134735.1~c0.70~g0.00~none.fna	GCA_022134735.1	0.70	0.00	none	present	0.114108	GCA_001646785.1	True	0.110563	GCA_001646785.1	True
GCA_022134735.1~c0.70~g0.00~none.fna	GCA_022134735.1	0.70	0.00	none	absent	0.114108	GCA_001646785.1	True	0.110563	GCA_001646785.1	True
GCA_022134735.1~c0.70~g0.10~far.fna	GCA_022134735.1	0.70	0.10	far	present	0.104116	GCA_026151335.1	False	0.103643	GCA_026151335.1	False
GCA_022134735.1~c0.70~g0.10~far.fna	GCA_022134735.1	0.70	0.10	far	absent	0.116457	GCA_001646785.1	True	0.098965	GCA_001646785.1	True
GCA_022134735.1~c0.70~g0.10~near.fna	GCA_022134735.1	0.70	0.10	near	present	0.116257	GCA_001646785.1	True	0.108609	GCA_000583735.1	True
GCA_022134735.1~c0.70~g0.10~near.fna	GCA_022134735.1	0.70	0.10	near	absent	0.116257	GCA_001646785.1	True	0.099394	GCA_001646785.1	True
GCA_022134735.1~c0.70~g0.20~far.fna	GCA_022134735.1	0.70	0.20	far	present	0.070423	GCA_026151335.1	False	0.199531	GCA_026151335.1	False
GCA_022134735.1~c0.70~g0.20~far.fna	GCA_022134735.1	0.70	0.20	far	absent	0.117888	GCA_001646785.1	True	0.090004	GCA_001646785.1	True
GCA_022134735.1~c0.70~g0.20~near.fna	GCA_022134735.1	0.70	0.20	near	present	0.090220	GCA_000583735.1	True	0.216974	GCA_000583735.1	True
GCA_022134735.1~c0.70~g0.20~near.fna	GCA_022134735.1	0.70	0.20	near	absent	0.117475	GCA_001646785.1	True	0.090741	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.00~none.fna	GCA_022134735.1	0.50	0.00	none	present	0.125222	GCA_001646785.1	True	0.108177	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.00~none.fna	GCA_022134735.1	0.50	0.00	none	absent	0.125222	GCA_001646785.1	True	0.108177	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.10~far.fna	GCA_022134735.1	0.50	0.10	far	present	0.117167	GCA_026151335.1	False	0.097001	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.10~far.fna	GCA_022134735.1	0.50	0.10	far	absent	0.127102	GCA_001646785.1	True	0.097001	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.10~near.fna	GCA_022134735.1	0.50	0.10	near	present	0.126974	GCA_001646785.1	True	0.120593	GCA_000583735.1	True
GCA_022134735.1~c0.50~g0.10~near.fna	GCA_022134735.1	0.50	0.10	near	absent	0.126974	GCA_001646785.1	True	0.096902	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.20~far.fna	GCA_022134735.1	0.50	0.20	far	present	0.077423	GCA_026151335.1	False	0.202018	GCA_026151335.1	False
GCA_022134735.1~c0.50~g0.20~far.fna	GCA_022134735.1	0.50	0.20	far	absent	0.128401	GCA_001646785.1	True	0.087666	GCA_001646785.1	True
GCA_022134735.1~c0.50~g0.20~near.fna	GCA_022134735.1	0.50	0.20	near	present	0.102704	GCA_000583735.1	True	0.210611	GCA_000583735.1	True
GCA_022134735.1~c0.50~g0.20~near.fna	GCA_022134735.1	0.50	0.20	near	absent	0.128007	GCA_001646785.1	True	0.088242	GCA_001646785.1	True
GCA_022134735.1~c0.30~g0.00~none.fna	GCA_022134735.1	0.30	0.00	none	present	0.137590	GCA_001646785.1	True	0.120549	GCA_001646785.1	True
GCA_022134735.1~c0.30~g0.00~none.fna	GCA_022134735.1	0.30	0.00	none	absent	0.137590	GCA_001646785.1	True	0.120549	GCA_001646785.1	True
GCA_022134735.1~c0.30~g0.10~far.fna	GCA_022134735.1	0.30	0.10	far	present	0.124131	GCA_026151335.1	False	0.109041	GCA_026151335.1	False
GCA_022134735.1~c0.30~g0.10~far.fna	GCA_022134735.1	0.30	0.10	far	absent	0.139407	GCA_001646785.1	True	0.106238	GCA_001646785.1	True
GCA_022134735.1~c0.30~g0.10~near.fna	GCA_022134735.1	0.30	0.10	near	present	0.139071	GCA_001646785.1	True	0.120230	GCA_000583735.1	True
GCA_022134735.1~c0.30~g0.10~near.fna	GCA_022134735.1	0.30	0.10	near	absent	0.139071	GCA_001646785.1	True	0.107652	GCA_001646785.1	True
GCA_022134735.1~c0.30~g0.20~far.fna	GCA_022134735.1	0.30	0.20	far	present	0.092676	GCA_026151335.1	False	0.196886	GCA_026151335.1	False
GCA_022134735.1~c0.30~g0.20~far.fna	GCA_022134735.1	0.30	0.20	far	absent	0.140603	GCA_001646785.1	True	0.095723	GCA_001646785.1	True
GCA_022134735.1~c0.30~g0.20~near.fna	GCA_022134735.1	0.30	0.20	near	present	0.118728	GCA_000583735.1	True	0.223225	GCA_000583735.1	True
GCA_022134735.1~c0.30~g0.20~near.fna	GCA_022134735.1	0.30	0.20	near	absent	0.139745	GCA_001646785.1	True	0.097244	GCA_001646785.1	True
GCA_022134735.1~c0.20~g0.00~none.fna	GCA_022134735.1	0.20	0.00	none	present	0.156129	GCA_001646785.1	True	0.112475	GCA_001646785.1	True
GCA_022134735.1~c0.20~g0.00~none.fna	GCA_022134735.1	0.20	0.00	none	absent	0.156129	GCA_001646785.1	True	0.112475	GCA_001646785.1	True
GCA_022134735.1~c0.20~g0.10~far.fna	GCA_022134735.1	0.20	0.10	far	present	0.133272	GCA_026151335.1	False	0.119148	GCA_026151335.1	False
GCA_022134735.1~c0.20~g0.10~far.fna	GCA_022134735.1	0.20	0.10	far	absent	0.157362	GCA_001646785.1	True	0.099551	GCA_001646785.1	True
GCA_022134735.1~c0.20~g0.10~near.fna	GCA_022134735.1	0.20	0.10	near	present	0.156865	GCA_001646785.1	True	0.110973	GCA_000583735.1	True
GCA_022134735.1~c0.20~g0.10~near.fna	GCA_022134735.1	0.20	0.10	near	absent	0.156865	GCA_001646785.1	True	0.101379	GCA_001646785.1	True
GCA_022134735.1~c0.20~g0.20~far.fna	GCA_022134735.1	0.20	0.20	far	present	0.100916	GCA_026151335.1	False	0.215739	GCA_026151335.1	False
GCA_022134735.1~c0.20~g0.20~far.fna	GCA_022134735.1	0.20	0.20	far	absent	0.158373	GCA_001646785.1	True	0.088683	GCA_001646785.1	True
GCA_022134735.1~c0.20~g0.20~near.fna	GCA_022134735.1	0.20	0.20	near	present	0.133567	GCA_000583735.1	True	0.226541	GCA_000583735.1	True
GCA_022134735.1~c0.20~g0.20~near.fna	GCA_022134735.1	0.20	0.20	near	absent	0.157865	GCA_001646785.1	True	0.089342	GCA_001646785.1	True
GCA_022134735.1~c0.10~g0.00~none.fna	GCA_022134735.1	0.10	0.00	none	present	0.185367	GCA_001646785.1	True	0.110653	GCA_001646785.1	True
GCA_022134735.1~c0.10~g0.00~none.fna	GCA_022134735.1	0.10	0.00	none	absent	0.185367	GCA_001646785.1	True	0.110653	GCA_001646785.1	True
GCA_022134735.1~c0.10~g0.10~far.fna	GCA_022134735.1	0.10	0.10	far	present	0.160465	GCA_026151335.1	False	0.116653	GCA_026151335.1	False
GCA_022134735.1~c0.10~g0.10~far.fna	GCA_022134735.1	0.10	0.10	far	absent	0.186761	GCA_001646785.1	True	0.096815	GCA_001646785.1	True
GCA_022134735.1~c0.10~g0.10~near.fna	GCA_022134735.1	0.10	0.10	near	present	0.186292	GCA_001646785.1	True	0.129658	GCA_000583735.1	True
GCA_022134735.1~c0.10~g0.10~near.fna	GCA_022134735.1	0.10	0.10	near	absent	0.186292	GCA_001646785.1	True	0.097968	GCA_001646785.1	True
GCA_022134735.1~c0.10~g0.20~far.fna	GCA_022134735.1	0.10	0.20	far	present	0.123892	GCA_026151335.1	False	0.224809	GCA_026151335.1	False
GCA_022134735.1~c0.10~g0.20~far.fna	GCA_022134735.1	0.10	0.20	far	absent	0.187235	GCA_001646785.1	True	0.085162	GCA_001646785.1	True
GCA_022134735.1~c0.10~g0.20~near.fna	GCA_022134735.1	0.10	0.20	near	present	0.166759	GCA_000583735.1	True	0.209635	GCA_000583735.1	True
GCA_022134735.1~c0.10~g0.20~near.fna	GCA_022134735.1	0.10	0.20	near	absent	0.185827	GCA_001646785.1	True	0.088842	GCA_001646785.1	True
GCA_002209535.1~c1.00~g0.00~none.fna	GCA_002209535.1	1.00	0.00	none	present	0.090986	GCA_057334215.1	True	0.145005	GCA_057334215.1	True
GCA_002209535.1~c1.00~g0.00~none.fna	GCA_002209535.1	1.00	0.00	none	absent	0.090986	GCA_057334215.1	True	0.145005	GCA_057334215.1	True
GCA_002209535.1~c1.00~g0.10~far.fna	GCA_002209535.1	1.00	0.10	far	present	0.093371	GCA_057334215.1	True	0.131144	GCA_057334215.1	True
GCA_002209535.1~c1.00~g0.10~far.fna	GCA_002209535.1	1.00	0.10	far	absent	0.093371	GCA_057334215.1	True	0.131144	GCA_057334215.1	True
GCA_002209535.1~c1.00~g0.10~near.fna	GCA_002209535.1	1.00	0.10	near	present	0.087395	GCA_902859615.1	True	0.146977	GCA_900637265.1	True
GCA_002209535.1~c1.00~g0.10~near.fna	GCA_002209535.1	1.00	0.10	near	absent	0.092676	GCA_057334215.1	True	0.132956	GCA_057334215.1	True
GCA_002209535.1~c1.00~g0.20~far.fna	GCA_002209535.1	1.00	0.20	far	present	0.082365	GCA_007991095.1	False	0.199680	GCA_900111765.1	False
GCA_002209535.1~c1.00~g0.20~far.fna	GCA_002209535.1	1.00	0.20	far	absent	0.096530	GCA_057334215.1	True	0.116360	GCA_057334215.1	True
GCA_002209535.1~c1.00~g0.20~near.fna	GCA_002209535.1	1.00	0.20	near	present	0.064348	GCA_900637265.1	True	0.226755	GCA_001971645.1	True
GCA_002209535.1~c1.00~g0.20~near.fna	GCA_002209535.1	1.00	0.20	near	absent	0.093901	GCA_057334215.1	True	0.122912	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.00~none.fna	GCA_002209535.1	0.90	0.00	none	present	0.094198	GCA_057334215.1	True	0.142687	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.00~none.fna	GCA_002209535.1	0.90	0.00	none	absent	0.094198	GCA_057334215.1	True	0.142687	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.10~far.fna	GCA_002209535.1	0.90	0.10	far	present	0.096530	GCA_057334215.1	True	0.128645	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.10~far.fna	GCA_002209535.1	0.90	0.10	far	absent	0.096530	GCA_057334215.1	True	0.128645	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.10~near.fna	GCA_002209535.1	0.90	0.10	near	present	0.089204	GCA_900637265.1	True	0.148715	GCA_001971645.1	True
GCA_002209535.1~c0.90~g0.10~near.fna	GCA_002209535.1	0.90	0.10	near	absent	0.096028	GCA_057334215.1	True	0.130117	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.20~far.fna	GCA_002209535.1	0.90	0.20	far	present	0.085809	GCA_007991095.1	False	0.196860	GCA_007991095.1	False
GCA_002209535.1~c0.90~g0.20~far.fna	GCA_002209535.1	0.90	0.20	far	absent	0.098533	GCA_057334215.1	True	0.116797	GCA_057334215.1	True
GCA_002209535.1~c0.90~g0.20~near.fna	GCA_002209535.1	0.90	0.20	near	present	0.063223	GCA_902859615.1	True	0.242631	GCA_001971645.1	True
GCA_002209535.1~c0.90~g0.20~near.fna	GCA_002209535.1	0.90	0.20	near	absent	0.096028	GCA_057334215.1	True	0.123028	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.00~none.fna	GCA_002209535.1	0.70	0.00	none	present	0.100083	GCA_057334215.1	True	0.144680	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.00~none.fna	GCA_002209535.1	0.70	0.00	none	absent	0.100083	GCA_057334215.1	True	0.144680	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.10~far.fna	GCA_002209535.1	0.70	0.10	far	present	0.102558	GCA_057334215.1	True	0.129236	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.10~far.fna	GCA_002209535.1	0.70	0.10	far	absent	0.102558	GCA_057334215.1	True	0.129236	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.10~near.fna	GCA_002209535.1	0.70	0.10	near	present	0.095409	GCA_001971645.1	True	0.148781	GCA_001971645.1	True
GCA_002209535.1~c0.70~g0.10~near.fna	GCA_002209535.1	0.70	0.10	near	absent	0.101908	GCA_057334215.1	True	0.131066	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.20~far.fna	GCA_002209535.1	0.70	0.20	far	present	0.088679	GCA_007991095.1	False	0.216036	GCA_900111765.1	False
GCA_002209535.1~c0.70~g0.20~far.fna	GCA_002209535.1	0.70	0.20	far	absent	0.105342	GCA_057334215.1	True	0.114470	GCA_057334215.1	True
GCA_002209535.1~c0.70~g0.20~near.fna	GCA_002209535.1	0.70	0.20	near	present	0.068943	GCA_900637265.1	True	0.243190	GCA_001971645.1	True
GCA_002209535.1~c0.70~g0.20~near.fna	GCA_002209535.1	0.70	0.20	near	absent	0.101551	GCA_057334215.1	True	0.123913	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.00~none.fna	GCA_002209535.1	0.50	0.00	none	present	0.109502	GCA_057334215.1	True	0.145839	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.00~none.fna	GCA_002209535.1	0.50	0.00	none	absent	0.109502	GCA_057334215.1	True	0.145839	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.10~far.fna	GCA_002209535.1	0.50	0.10	far	present	0.111609	GCA_057334215.1	True	0.129902	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.10~far.fna	GCA_002209535.1	0.50	0.10	far	absent	0.111609	GCA_057334215.1	True	0.129902	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.10~near.fna	GCA_002209535.1	0.50	0.10	near	present	0.104267	GCA_001971645.1	True	0.150338	GCA_001971645.1	True
GCA_002209535.1~c0.50~g0.10~near.fna	GCA_002209535.1	0.50	0.10	near	absent	0.110280	GCA_057334215.1	True	0.133987	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.20~far.fna	GCA_002209535.1	0.50	0.20	far	present	0.100428	GCA_007991095.1	False	0.211151	GCA_007991095.1	False
GCA_002209535.1~c0.50~g0.20~far.fna	GCA_002209535.1	0.50	0.20	far	absent	0.112980	GCA_057334215.1	True	0.117460	GCA_057334215.1	True
GCA_002209535.1~c0.50~g0.20~near.fna	GCA_002209535.1	0.50	0.20	near	present	0.076337	GCA_900637265.1	True	0.250798	GCA_001971645.1	True
GCA_002209535.1~c0.50~g0.20~near.fna	GCA_002209535.1	0.50	0.20	near	absent	0.109760	GCA_057334215.1	True	0.125838	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.00~none.fna	GCA_002209535.1	0.30	0.00	none	present	0.123536	GCA_057334215.1	True	0.156442	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.00~none.fna	GCA_002209535.1	0.30	0.00	none	absent	0.123536	GCA_057334215.1	True	0.156442	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.10~far.fna	GCA_002209535.1	0.30	0.10	far	present	0.125222	GCA_057334215.1	True	0.139462	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.10~far.fna	GCA_002209535.1	0.30	0.10	far	absent	0.125222	GCA_057334215.1	True	0.139462	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.10~near.fna	GCA_002209535.1	0.30	0.10	near	present	0.119368	GCA_001971645.1	True	0.155017	GCA_001971645.1	True
GCA_002209535.1~c0.30~g0.10~near.fna	GCA_002209535.1	0.30	0.10	near	absent	0.123536	GCA_057334215.1	True	0.143892	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.20~far.fna	GCA_002209535.1	0.30	0.20	far	present	0.121798	GCA_007991095.1	False	0.199732	GCA_900111765.1	False
GCA_002209535.1~c0.30~g0.20~far.fna	GCA_002209535.1	0.30	0.20	far	absent	0.126593	GCA_057334215.1	True	0.123900	GCA_057334215.1	True
GCA_002209535.1~c0.30~g0.20~near.fna	GCA_002209535.1	0.30	0.20	near	present	0.095656	GCA_001971645.1	True	0.235177	GCA_001971645.1	True
GCA_002209535.1~c0.30~g0.20~near.fna	GCA_002209535.1	0.30	0.20	near	absent	0.123183	GCA_057334215.1	True	0.133610	GCA_057334215.1	True
GCA_002209535.1~c0.20~g0.00~none.fna	GCA_002209535.1	0.20	0.00	none	present	0.142367	GCA_057334215.1	True	0.143788	GCA_057334215.1	True
GCA_002209535.1~c0.20~g0.00~none.fna	GCA_002209535.1	0.20	0.00	none	absent	0.142367	GCA_057334215.1	True	0.143788	GCA_057334215.1	True
GCA_002209535.1~c0.20~g0.10~far.fna	GCA_002209535.1	0.20	0.10	far	present	0.144016	GCA_057334215.1	True	0.126169	GCA_057334215.1	True
