accession	taxid	organism	species_name	species_taxid	taxcheck	completeness	contamination	level	length	n_contigs	paired_gcf
GCA_009900715.1	2162894	Halococcus salsus	Halococcus salsus	2162894	OK	96.48	10.7	Scaffold	3521978	36	GCF_009900715.1
GCA_010119195.1	1429914	Haloarcula salina	Haloarcula salina	1429914	OK	93.5	4.73	Scaffold	3788104	16	GCF_010119195.1
GCA_010119205.1	1429915	Haloarcula limicola	Haloarcula limicola	1429915	OK	88.34	8.35	Contig	3906684	7	GCF_010119205.1
GCA_013267195.1	2739057	Halorubrum salinarum	Halorubrum salinarum	2739057	OK	98.17	4.97	Complete Genome	3340250	3	GCF_013267195.1
GCA_013340765.1	1874277	Conexivisphaera calida	Conexivisphaera calida	1874277	OK	70.22	12.29	Complete Genome	1593902	1	GCF_013340765.1
GCA_013342145.1	2741724	Haloterrigena gelatinilytica	Haloterrigena gelatinilytica	2741724	OK	93.01	4.05	Contig	4552005	3	GCF_013342145.1
GCA_013401515.1	2743090	Halorarum halophilum	Halorarum halophilum	2743090	OK	98.58	1.9	Complete Genome	4277959	4	GCF_013401515.1
GCA_013402875.1	2743089	Halorarum salinum	Halorarum salinum	2743089	OK	99	1.39	Complete Genome	4258755	2	GCF_013402875.1
GCA_013415885.1	869889	Halosimplex rubrum	Halosimplex rubrum	869889	OK	99.93	1.66	Complete Genome	4480147	1	GCF_013415885.1
GCA_013415905.1	869886	Halosimplex pelagicum	Halosimplex pelagicum	869886	OK	99.93	4.29	Complete Genome	5199031	1	GCF_013415905.1
GCA_013839425.1	2750670	Halorhabdus salina	Halorhabdus salina	2750670	OK	99.1	1.18	Scaffold	2859811	37	GCF_013839425.1
GCA_014202515.1	2242	Halobacterium salinarum	Halobacterium salinarum	2242	OK	98.9	0.22	Contig	2368961	37	GCF_014202515.1
GCA_014212355.1	2761102	Halobellus ruber	Halobellus ruber	2761102	OK	99		Contig	3490400	12	GCF_014212355.1
GCA_014635105.1	255616	Haloferax sulfurifontis	Haloferax sulfurifontis	255616	OK	92.11	7.42	Contig	3878884	21	GCF_014635105.1
GCA_014646875.1	931585	Halobellus salinus	Halobellus salinus	931585	OK	97.58	0.41	Scaffold	3067519	56	GCF_014646875.1
GCA_014647095.1	43776	Haloarcula argentinensis	Haloarcula argentinensis	43776	OK	90.99	0.62	Contig	3774727	38	GCF_014647095.1
GCA_014647115.1	489911	Halarchaeum rubridurum	Halarchaeum rubridurum	489911	OK	98.57	1.23	Contig	2813544	25	GCF_014647115.1
GCA_014647155.1	489913	Halarchaeum nitratireducens	Halarchaeum nitratireducens	489913	OK	98.23	0.82	Contig	3141185	27	GCF_014647155.1
GCA_014647235.1	1427151	Haloarcula pellucida	Haloarcula pellucida	1427151	OK	90.52	8.07	Contig	3961411	44	GCF_014647235.1
GCA_014647415.1	932660	Haloarcula sebkhae	Haloarcula sebkhae	932660	OK	98.69	0.88	Scaffold	4170221	30	GCF_014647415.1
GCA_014647455.2	1193105	Halarchaeum grantii	Halarchaeum grantii	1193105	OK	98.77	0.41	Scaffold	3024665	13	GCF_014647455.2
GCA_014647475.1	1383812	Halocalculus aciditolerans	Halocalculus aciditolerans	1383812	OK	99.59	0.2	Contig	3380345	27	GCF_014647475.1
GCA_016065055.1	1198301	Halosimplex litoreum	Halosimplex litoreum	1198301	OK	99.93	0.87	Complete Genome	4158049	1	GCF_016065055.1
GCA_016757965.1	2798580	Archaeoglobus neptunius	Archaeoglobus neptunius	2798580	OK	98.73	3.25	Contig	2115826	32	GCF_016757965.1
GCA_017094525.1	2841257	Halapricum desulfuricans	Halapricum desulfuricans	2841257	OK	97.93	1.08	Complete Genome	2893909	1	GCF_017094525.1
GCA_017352155.2	2816475	Haloterrigena alkaliphila	Haloterrigena alkaliphila	2816475	OK	90.46	9.25	Complete Genome	4270687	3	GCF_017352155.2
GCA_017873555.1	29284	Halorubrum trapanicum	Halorubrum trapanicum	29284	OK	97.2	3.47	Contig	3080988	30	GCF_017873555.1
GCA_017873775.1	489911	Halarchaeum rubridurum	Halarchaeum rubridurum	489911	OK	98.57	1.23	Contig	2815940	17	GCF_017873775.1
GCA_017873815.1	261290	Halorubrum alkaliphilum	Halorubrum alkaliphilum	261290	OK	93.45	3.8	Contig	3098171	64	GCF_017873815.1
GCA_017874235.1	1202767	Halolamina salifodinae	Halolamina salifodinae	1202767	OK	96.82	0.55	Contig	2752321	9	GCF_017874235.1
GCA_017874695.1	489913	Halarchaeum nitratireducens	Halarchaeum nitratireducens	489913	OK	98.64	0.41	Contig	3122714	31	GCF_017874695.1
GCA_018200015.1	662476	Haloarcula marismortui ATCC 33800	Haloarcula marismortui	2238	OK	90.42	13.75	Complete Genome	4537128	7	GCF_018200015.1
GCA_018228765.1	2982524	Halorubrum ruber	Halorubrum ruber	2982524	OK	93.64	2.57	Complete Genome	3021820	1	GCF_018228765.1
GCA_019061225.1	1429914	Haloarcula salina	Haloarcula salina	1429914	OK	93.5	4.73	Contig	3798620	11	GCF_019061225.1
GCA_019599405.1	2487746	Haloarcula salinisoli	Haloarcula salinisoli	2487746	OK	86.99	8.73	Scaffold	4027253	13	GCF_019599405.1
GCA_019599465.1	2487747	Haloarcula rubra	Haloarcula rubra	2487747	OK	90.46	11.33	Contig	4667063	37	GCF_019599465.1
GCA_019599505.1	2487749	Haloarcula nitratireducens	Haloarcula nitratireducens	2487749	OK	90.88	14.42	Contig	5195189	64	GCF_019599505.1
GCA_019599515.1	1427151	Haloarcula pellucida	Haloarcula pellucida	1427151	OK	90.62	8.12	Contig	3926279	8	GCF_019599515.1
GCA_019823105.1	1017351	Halobaculum magnesiiphilum	Halobaculum magnesiiphilum	1017351	OK	98.17	1.04	Complete Genome	3732450	4	GCF_019823105.1
GCA_019880225.1	2872158	Halobaculum rubrum	Halobaculum rubrum	2872158	OK	97.98	1.45	Complete Genome	3058052	2	GCF_019880225.1
GCA_019880245.1	2175149	Halobaculum roseum	Halobaculum roseum	2175149	OK	97.88	2.7	Complete Genome	3719897	4	GCF_019880245.1
GCA_020097815.1	2876193	Haloprofundus salinisoli	Haloprofundus salinisoli	2876193	OK	99.52	0.41	Complete Genome	3421753	3	GCF_020097815.1
GCA_020097835.1	2876194	Haloprofundus halobius	Haloprofundus halobius	2876194	OK	98.96	0.83	Complete Genome	3947132	5	GCF_020097835.1
GCA_020150815.1	2876190	Haloprofundus salilacus	Haloprofundus salilacus	2876190	OK	98.69	0.41	Complete Genome	3727714	2	GCF_020150815.1
GCA_020217425.1	1586233	Halomicrobium urmianum	Halomicrobium urmianum	1586233	OK	86.71	16.7	Complete Genome	4254704	6	GCF_020217425.1
GCA_020405185.1	2878391	Halomicrobium salinisoli	Halomicrobium salinisoli	2878391	OK	85.57	15.46	Complete Genome	3846467	3	GCF_020405185.1
GCA_020567525.1	755309	Halorubellus salinus	Halorubellus salinus	755309	OK	98.76	0.83	Contig	4065184	14	GCF_020567525.1
GCA_020614375.1	2884876	Haladaptatus salinisoli	Haladaptatus salinisoli	2884876	OK	99.38	1.94	Complete Genome	5035265	8	GCF_020614375.1
GCA_020618475.1	2884875	Haladaptatus halobius	Haladaptatus halobius	2884875	OK	99.52	2.14	Complete Genome	7279389	9	GCF_020618475.1
GCA_020700235.1	1008152	Haladaptatus pallidirubidus	Haladaptatus pallidirubidus	1008152	OK	99.52	2.35	Complete Genome	6270521	7	GCF_020700235.1
GCA_020736485.1	2886895	Halobacterium salinarum NRC-34001	Halobacterium salinarum	2242	OK	98.16	0.22	Complete Genome	2291038	3	GCF_020736485.1
GCA_021233415.1	2039234	Halobacterium litoreum	Halobacterium litoreum	2039234	OK	92.47	7.28	Complete Genome	2709004	2	GCF_021233415.1
GCA_021233435.1	223182	Halobacterium noricense	Halobacterium noricense	223182	OK	88.86	12.91	Complete Genome	3316796	3	GCF_021233435.1
GCA_021249345.1	2902623	Halobacterium wangiae	Halobacterium wangiae	2902623	OK	95.35	7.25	Complete Genome	3112195	1	GCF_021249345.1
GCA_021249405.1	2902624	Halobacterium zhouii	Halobacterium zhouii	2902624	OK	88.46	6.64	Complete Genome	2828879	4	GCF_021249405.1
GCA_021729015.1	1341552	Halobacterium rubrum	Halobacterium rubrum	1341552	OK	96.7	9.12	Contig	3065736	7	GCF_021729015.1
GCA_022869805.1	1552990	Halosolutus halophilus	Halosolutus halophilus	1552990	OK	98.96	1.45	Complete Genome	5058678	1	GCF_022869805.1
GCA_022870485.1	179637	Halococcus dombrowskii	Halococcus dombrowskii	179637	OK	97.95	12.3	Complete Genome	3965466	6	GCF_022870485.1
GCA_023028105.1	2931975	Halosolutus gelatinilyticus	Halosolutus gelatinilyticus	2931975	OK	98.96	0.83	Complete Genome	4757880	4	GCF_023028105.1
GCA_023028225.1	2931977	Halorientalis litorea	Halorientalis litorea	2931977	OK	99.93	0.83	Complete Genome	3214077	5	GCF_023028225.1
GCA_023028345.1	2931976	Halorientalis marina	Halorientalis marina	2931976	OK	99.52	1.45	Complete Genome	4754137	4	GCF_023028345.1
GCA_023074835.1	1872699	Halomarina salina	Halomarina salina	1872699	OK	98.57	2.07	Contig	4461942	10	GCF_023074835.1
GCA_023077655.1	1126241	Halorientalis brevis	Halorientalis brevis	1126241	OK	99.93	19.23	Contig	4598055	15	GCF_023077655.1
GCA_023115355.1	2934340	Halocatena salina	Halocatena salina	2934340	OK	99.54	2.01	Complete Genome	4012255	5	GCF_023115355.1
GCA_023238205.1	2938695	Halorussus limi	Halorussus limi	2938695	OK	99.52	1.66	Complete Genome	4624940	5	GCF_023238205.1
GCA_023238445.1	2937524	Halorussus gelatinilyticus	Halorussus gelatinilyticus	2937524	OK	98.55	0.83	Complete Genome	3668365	1	GCF_023238445.1
GCA_023276355.1	2934938	Haloplanus halobius	Haloplanus halobius	2934938	OK	98.96	1.11	Contig	2941515	3	GCF_023276355.1
GCA_023276375.1	2934937	Halocatena marina	Halocatena marina	2934937	OK	99.5	6.09	Contig	5317764	7	GCF_023276375.1
GCA_023566035.1	2932266	Halorientalis salina	Halorientalis salina	2932266	OK	99.1	0.83	Contig	3661127	23	GCF_023566035.1
GCA_023566055.1	2932267	Halosolutus amylolyticus	Halosolutus amylolyticus	2932267	OK	98.96	0.41	Contig	4594540	9	GCF_023566055.1
GCA_023698535.1	660518	Halorientalis regularis	Halorientalis regularis	660518	OK	99.59	1.66	Contig	4031955	45	GCF_023698535.1
GCA_023699475.1	2071873	Halomarina rubra	Halomarina rubra	2071873	OK	98.06	0.83	Scaffold	4068489	47	GCF_023699475.1
GCA_023702125.1	2949307	Halorubrum hochsteinianum	Halorubrum hochsteinianum	2949307	OK	97.48	2.95	Complete Genome	3063422	2	GCF_023702125.1
GCA_023703775.1	2949993	Haloplanus halophilus	Haloplanus halophilus	2949993	OK	98.96	0.08	Complete Genome	3435985	4	GCF_023703775.1
GCA_023703795.1	2949995	Haloplanus pelagicus	Haloplanus pelagicus	2949995	OK	99.1	0.91	Complete Genome	3839886	3	GCF_023703795.1
GCA_024138125.1	2953750	Halorussus salilacus	Halorussus salilacus	2953750	OK	99.1	1.45	Complete Genome	3596520	4	GCF_024138125.1
GCA_024138165.1	2953749	Halorussus vallis	Halorussus vallis	2953749	OK	98.27	1.66	Complete Genome	5051069	5	GCF_024138165.1
GCA_024178165.1	2961621	Halohasta salina	Halohasta salina	2961621	OK	99.93	0.83	Contig	3041226	25	GCF_024178165.1
GCA_024218775.1	2961574	Haloarcula marina	Haloarcula marina	2961574	OK	86.45	9.49	Complete Genome	3739652	3	GCF_024218775.1
GCA_024218795.1	2953748	Halorussus aquaticus	Halorussus aquaticus	2953748	OK	99.1	2.07	Complete Genome	4739434	4	GCF_024218795.1
GCA_024227715.1	2961595	Halomarina litorea	Halomarina litorea	2961595	OK	99.1	1.24	Complete Genome	3884949	6	GCF_024227715.1
GCA_024227995.1	1702103	Halomicrococcus gelatinilyticus	Halomicrococcus gelatinilyticus	1702103	OK	98.27	2.7	Complete Genome	3721977	4	GCF_024227995.1
GCA_024228315.1	2961599	Halomarina pelagica	Halomarina pelagica	2961599	OK	99.52	2.25	Complete Genome	4601757	7	GCF_024228315.1
GCA_024298825.1	2962673	Haloglomus salinum	Haloglomus salinum	2962673	OK	98.13	2.3	Complete Genome	4190378	1	GCF_024298825.1
GCA_024298865.1	2962671	Halorarius halobius	Halorarius halobius	2962671	OK	99.1	1.76	Complete Genome	4399335	5	GCF_024298865.1
GCA_024298885.1	2962672	Haloglomus halophilum	Haloglomus halophilum	2962672	OK	98.96	2.18	Complete Genome	4445689	3	GCF_024298885.1
GCA_024362405.1	2962676	Halorarius litoreus	Halorarius litoreus	2962676	OK	99.1	3.73	Complete Genome	4167635	2	GCF_024362405.1
GCA_024464185.1	1198298	Haloarchaeobius salinus	Haloarchaeobius salinus	1198298	OK	99.09	0.41	Contig	3851061	17	GCF_024464185.1
GCA_024464595.1	755310	Halobellus litoreus	Halobellus litoreus	755310	OK	97.72	1.04	Contig	3857234	10	GCF_024464595.1
GCA_024464655.1	1126236	Halobellus inordinatus	Halobellus inordinatus	1126236	OK	99.07	0.41	Contig	3408193	23	GCF_024464655.1
GCA_024494565.1	1364933	Halorubrum rutilum	Halorubrum rutilum	1364933	OK	97.66	16.78	Contig	3444704	12	GCF_024494565.1
GCA_024494575.1	767517	Halorubrum salinum	Halorubrum salinum	767517	OK	96.24	6.47	Contig	2727534	6	GCF_024494575.1
GCA_024494595.1	1126237	Halobellus rarus	Halobellus rarus	1126237	OK	96.54	1.04	Contig	3655138	25	GCF_024494595.1
GCA_024494645.1	869891	Halohasta litorea	Halohasta litorea	869891	OK	99.52	3.73	Contig	3810331	34	GCF_024494645.1
GCA_024494655.1	1433523	Halorubrum laminariae	Halorubrum laminariae	1433523	OK	94.09	6.56	Contig	3621885	42	GCF_024494655.1
GCA_024494685.1	1126240	Halorubrum rubrum	Halorubrum rubrum	1126240	OK	97.09	5.16	Contig	3227153	25	GCF_024494685.1
GCA_024494725.1	869892	Haloplanus ruber	Haloplanus ruber	869892	OK	99.52	0.59	Contig	3275907	9	GCF_024494725.1
GCA_024495425.1	755306	Haloarchaeobius litoreus	Haloarchaeobius litoreus	755306	OK	99.09	1.04	Contig	4049318	7	GCF_024495425.1
GCA_024498175.1	1912324	Haloplanus salinarum	Haloplanus salinarum	1912324	OK	98.96	1.74	Complete Genome	3450905	1	GCF_024498175.1
GCA_024498335.1	1126236	Halobellus inordinatus	Halobellus inordinatus	1126236	OK	99.07		Complete Genome	2853958	2	GCF_024498335.1
GCA_024508235.1	224402	Halococcus qingdaonensis	Halococcus qingdaonensis	224402	OK	96.01	4.15	Complete Genome	2703393	1	GCF_024508235.1
GCA_025457605.1	2961577	Haloarcula laminariae	Haloarcula laminariae	2961577	OK	86.23	6.72	Contig	3685742	9	GCF_025457605.1
GCA_025517535.1	2979991	Halapricum hydrolyticum	Halapricum hydrolyticum	2979991	OK	98.06	1.56	Contig	3360058	62	GCF_025517535.1
GCA_025839675.1	2951803	Candidatus Lokiarchaeum ossiferum	Candidatus Lokiarchaeum ossiferum	2951803	OK	91.74	7.01	Complete Genome	6035313	1	GCF_025839675.1
GCA_026242195.1	2487751	Halorutilus salinus	Halorutilus salinus	2487751	OK	88.38	1.45	Scaffold	2103777	21	GCF_026242195.1
GCA_026248685.1	2993314	Haladaptatus caseinilyticus	Haladaptatus caseinilyticus	2993314	OK	99.52	1.8	Complete Genome	4818353	7	GCF_026248685.1
GCA_026586625.1	1364940	Halobium salinum	Halobium salinum	1364940	OK	99.52	0.83	Scaffold	4461805	24	GCF_026586625.1
GCA_026586675.1	1526162	Halorubrum yunnanense	Halorubrum yunnanense	1526162	OK	96.28	2.07	Scaffold	3174263	155	GCF_026586675.1
GCA_026616195.1	1198296	Haloarchaeobius amylolyticus	Haloarchaeobius amylolyticus	1198296	OK	99.52	0.41	Contig	4608248	6	GCF_026616195.1
GCA_026616205.1	1515593	Halolamina litorea	Halolamina litorea	1515593	OK	96.96	0.83	Contig	3024386	4	GCF_026616205.1
GCA_027563145.1	2814576	Halocatena halophila	Halocatena halophila	2814576	OK	99.06	1.8	Complete Genome	3748090	5	GCF_027563145.1
GCA_028747785.1	3026162	Halosimplex aquaticum	Halosimplex aquaticum	3026162	OK	98.57	3.32	Complete Genome	5163082	3	GCF_028747785.1
GCA_028890305.1	3017187	Candidatus Methanosphaera massiliense	Candidatus Methanosphaera massiliense	3017187	OK	98.82	0.46	Contig	1785773	2	GCF_028890305.1
GCA_029167045.1	3033396	Candidatus Methanocrinis natronophilus	Candidatus Methanocrinis natronophilus	3033396	OK	94.19	3.11	Contig	2412901	100	GCF_029167045.1
GCA_029167205.1	3033395	Candidatus Methanocrinis alkalitolerans	Candidatus Methanocrinis alkalitolerans	3033395	OK	97.18	5.93	Contig	2444195	96	GCF_029167205.1
GCA_029207735.1	2978047	Candidatus Nanohalococcus occultus	Candidatus Nanohalococcus occultus	2978047	OK	86.06		Complete Genome	948351	1	GCF_029207735.1
GCA_029232205.1	2978046	Candidatus Nanohalovita haloferacivicina	Candidatus Nanohalovita haloferacivicina	2978046	OK	85.36	0.93	Complete Genome	1046959	1	GCF_029232205.1
GCA_029278565.1	3032584	Haloarcula halophila	Haloarcula halophila	3032584	OK	89.19	10.43	Complete Genome	4041616	4	GCF_029278565.1
GCA_029338195.1	3032579	Haloarcula litorea	Haloarcula litorea	3032579	OK	86.2	4.81	Complete Genome	3789806	3	GCF_029338195.1
GCA_029338235.1	3033387	Haloarcula rara	Haloarcula rara	3033387	OK	81.18	6.84	Complete Genome	3282213	2	GCF_029338235.1
GCA_029338255.1	3033388	Haloarcula halobia	Haloarcula halobia	3033388	OK	84.72	7.78	Complete Genome	3484032	2	GCF_029338255.1
GCA_029338275.1	3033390	Haloarcula ordinaria	Haloarcula ordinaria	3033390	OK	83.68	8.77	Complete Genome	3525489	2	GCF_029338275.1
GCA_029338315.1	3033392	Haloarcula regularis	Haloarcula regularis	3033392	OK	73.53	6.58	Complete Genome	3615317	2	GCF_029338315.1
GCA_029338335.1	3034020	Halomontanus rarus	Halomontanus rarus	3034020	OK	98.69	1.66	Complete Genome	5998452	6	GCF_029338335.1
GCA_029338355.1	3034023	Halosegnis marinus	Halosegnis marinus	3034023	OK	97.41	1.52	Complete Genome	2811024	2	GCF_029338355.1
GCA_029338375.1	3034024	Halorussus lipolyticus	Halorussus lipolyticus	3034024	OK	99.52	1.04	Complete Genome	4135236	5	GCF_029338375.1
GCA_029338395.1	3034025	Halorussus caseinilyticus	Halorussus caseinilyticus	3034025	OK	96.2	1.24	Complete Genome	4392332	5	GCF_029338395.1
GCA_029338515.1	3034026	Haloglomus litoreum	Haloglomus litoreum	3034026	OK	98.27	1.7	Complete Genome	4695480	1	GCF_029338515.1
GCA_029338555.1	3031996	Halobaculum marinum	Halobaculum marinum	3031996	OK	97.34	2.07	Complete Genome	3506531	3	GCF_029338555.1
GCA_029338575.1	3033386	Halomarina halobia	Halomarina halobia	3033386	OK	99.52	2.07	Complete Genome	4297337	4	GCF_029338575.1
GCA_029490015.1	3031916	Halobaculum limi	Halobaculum limi	3031916	OK	98.08	1.87	Complete Genome	3478749	2	GCF_029490015.1
GCA_029530365.1	2961577	Haloarcula laminariae	Haloarcula laminariae	2961577	OK	86.97	7.23	Scaffold	3712041	82	GCF_029530365.1
GCA_029814175.1	3032283	Halospeciosus flavus	Halospeciosus flavus	3032283	OK	98.36	4.3	Chromosome	3557264	3	GCF_029814175.1
GCA_030127105.1	3033389	Haloarcula pelagica	Haloarcula pelagica	3033389	OK	85.13	12.25	Complete Genome	4458205	4	GCF_030127105.1
GCA_030127125.1	3031998	Halobaculum litoreum	Halobaculum litoreum	3031998	OK	90.04	0.83	Complete Genome	3042468	2	GCF_030127125.1
GCA_030127145.1	3032281	Halobaculum halobium	Halobaculum halobium	3032281	OK	92.05	3.53	Complete Genome	3459201	3	GCF_030127145.1
GCA_030127165.1	3032001	Halobaculum lipolyticum	Halobaculum lipolyticum	3032001	OK	98.58	0.62	Complete Genome	3430593	2	GCF_030127165.1
GCA_030535215.1	2246	Haloferax volcanii	Haloferax volcanii	2246	OK	98.52	1.6	Contig	3637075	9	GCF_030535215.1
GCA_030553305.1	3033939	Halomarina ordinaria	Halomarina ordinaria	3033939	OK	99.52	0.41	Contig	3610213	6	GCF_030553305.1
GCA_031624295.1	43776	Haloarcula argentinensis	Haloarcula argentinensis	43776	OK	98.59	0.77	Contig	4034304	12	GCF_031624295.1
GCA_031624315.1	2950533	Haloarcula terrestris	Haloarcula terrestris	2950533	OK	95.62	4.48	Contig	4145596	41	GCF_031624315.1
GCA_031624395.1	2950534	Haloarcula saliterrae	Haloarcula saliterrae	2950534	OK	89.63	12.59	Scaffold	4195167	22	GCF_031624395.1
GCA_031624495.1	2950536	Halogeometricum salsisoli	Halogeometricum salsisoli	2950536	OK	99.38	0.41	Contig	4516345	9	GCF_031624495.1
GCA_031624605.1	2950539	Haloarcula onubensis	Haloarcula onubensis	2950539	OK	88.7	9.99	Scaffold	4288219	15	GCF_031624605.1
GCA_031624635.1	2950537	Halogeometricum luteum	Halogeometricum luteum	2950537	OK	99.38	0.62	Scaffold	4664097	23	GCF_031624635.1
GCA_031823395.1	3075120	Halobellus ordinarius	Halobellus ordinarius	3075120	OK	98.44	2.7	Contig	4200409	28	GCF_031823395.1
GCA_032113415.1	3075123	Halobellus marinus	Halobellus marinus	3075123	OK	98.72	4.98	Complete Genome	4157617	3	GCF_032113415.1
GCA_032116555.1	3075121	Halorarum halobium	Halorarum halobium	3075121	OK	99	0.66	Complete Genome	3678577	3	GCF_032116555.1
GCA_032905985.1	43776	Haloarcula argentinensis	Haloarcula argentinensis	43776	OK	98.59	0.77	Contig	4033804	12	GCF_032905985.1
GCA_033843025.1	523841	Haloferax mediterranei ATCC 33500	Haloferax mediterranei	2252	OK	99.38		Contig	3907482	4	GCF_033843025.1
GCA_035656455.1	3111777	Haloarcula sediminis	Haloarcula sediminis	3111777	OK	85.79	5.78	Contig	3585760	32	GCF_035656455.1
GCA_035666295.1	3111776	Haloarcula montana	Haloarcula montana	3111776	OK	90.13	9.85	Complete Genome	3749431	3	GCF_035666295.1
GCA_036584055.1	3117459	Halalkalicoccus salilacus	Halalkalicoccus salilacus	3117459	OK	77.58	19.15	Complete Genome	4276665	4	GCF_036584055.1
GCA_037031165.1	3108497	Halobacterium yunchengense	Halobacterium yunchengense	3108497	OK	92.98	13.98	Contig	3254117	7	GCF_037031165.1
GCA_037031225.1	3108499	Halorientalis halophila	Halorientalis halophila	3108499	OK	99.93	2.9	Contig	3580817	2	GCF_037031225.1
GCA_037031285.1	3108500	Halobellus salinisoli	Halobellus salinisoli	3108500	OK	98.31	0.41	Contig	3229908	3	GCF_037031285.1
GCA_037078405.1	3111453	Haloarcula brevis	Haloarcula brevis	3111453	OK	94.9	4.88	Contig	3753822	19	GCF_037078405.1
GCA_037081675.1	755308	Halorubellus litoreus	Halorubellus litoreus	755308	OK	98.76	0.83	Scaffold	4591785	17	GCF_037081675.1
GCA_037081715.1	3116651	Halalkalicoccus ordinarius	Halalkalicoccus ordinarius	3116651	OK	75.72	16.29	Contig	3639842	6	GCF_037081715.1
GCA_037201915.1	2949994	Haloplanus salilacus	Haloplanus salilacus	2949994	OK	99.1	0.04	Complete Genome	3243851	1	GCF_037201915.1
GCA_037914945.1	3132747	Haloterrigena salinisoli	Haloterrigena salinisoli	3132747	OK	92.83	6.06	Complete Genome	4641606	5	GCF_037914945.1
GCA_037996645.1	175632	Halalkalicoccus tibetensis	Halalkalicoccus tibetensis	175632	OK	75.84	13.7	Contig	3596477	15	GCF_037996645.1
