accession	taxid	organism	domain	domain_listed	phylum	phylum_taxid	class	class_taxid	order	order_taxid	family	family_taxid	genus	genus_taxid	species	species_taxid	species_name_ncbi	paired_gcf	level	length	n_contigs	completeness	contamination	taxcheck	dup_taxid	strain_dup	no_genus	name_mismatch	taxcheck_bad	low_quality	pass_gold
GCA_000495475.1	1324957	Candidatus Halobonum tyrrellensis G22	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Candidatus Halobonum	1431544	Candidatus Halobonum tyrrellensis	1431545	Candidatus Halobonum tyrrellensis	GCF_000495475.1	Contig	3675087	72	98.34	1.24	OK	0	0	0	0	0	0	1
GCA_000513855.1	1150674	Desulfurococcus amylolyticus Z-533	Archaea	Archaea	Thermoproteota	28889	Thermoprotei	183924	Desulfurococcales	114380	Desulfurococcaceae	2272	Desulfurococcus	2273	Desulfurococcus amylolyticus	94694	Desulfurococcus amylolyticus	GCF_000513855.1	Scaffold	1307099	2	99.25	0.02	OK	0	0	0	0	0	0	1
GCA_000517625.1	797299	Halostagnicola larsenii XH-48	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natrialbaceae	1644061	Halostagnicola	353799	Halostagnicola larsenii	353800	Halostagnicola larsenii	GCF_000517625.1	Complete Genome	4131176	5	100		OK	0	0	0	0	0	1	0
GCA_000591035.1	1198449	Aeropyrum camini SY1 = JCM 12091	Archaea	Archaea	Thermoproteota	28889	Thermoprotei	183924	Desulfurococcales	114380	Desulfurococcaceae	2272	Aeropyrum	56635	Aeropyrum camini	229980	Aeropyrum camini	GCF_000591035.1	Complete Genome	1595994	1	93.37	0.9	OK	1	1	0	0	0	0	1
GCA_000685635.1	523841	Haloferax mediterranei ATCC 33500	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloferax	2251	Haloferax mediterranei	2252	Haloferax mediterranei	GCF_000685635.1	Chromosome	3906699	13	96.06		OK	1	1	0	0	0	1	0
GCA_000710615.1	1455608	Haladaptatus cibarius D43	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Haladaptatus	367188	Haladaptatus cibarius	453847	Haladaptatus cibarius	GCF_000710615.1	Contig	3926724	13	99.59	0.28	OK	0	0	0	0	0	0	1
GCA_000739555.1	1380430	Halolamina rubra	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halolamina	1075397	Halolamina rubra	1380430	Halolamina rubra	GCF_000739555.1	Contig	2955001	71	87.93	0.02	OK	0	0	0	0	0	1	0
GCA_000739575.1	1448860	Halobellus rufus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halobellus	1073986	Halobellus rufus	1448860	Halobellus rufus	GCF_000739575.1	Contig	3852219	81	90.39	0.62	OK	0	0	0	0	0	0	1
GCA_000739595.1	413816	Halorubrum halophilum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum halophilum	413816	Halorubrum halophilum	GCF_000739595.1	Contig	3677984	103	98.12	5.59	OK	0	0	0	0	0	1	0
GCA_000755245.1	1264579	Halococcus sediminicola	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Halococcaceae	1963270	Halococcus	2249	Halococcus sediminicola	1264579	Halococcus sediminicola	GCF_000755245.1	Contig	3764367	27	94.16	14.71	OK	0	0	0	0	0	1	0
GCA_000789255.1	565033	Geoglobus acetivorans	Archaea	Archaea	Methanobacteriota	28890	Archaeoglobi	183980	Archaeoglobales	2231	Archaeoglobaceae	2232	Geoglobus	190818	Geoglobus acetivorans	565033	Geoglobus acetivorans	GCF_000789255.1	Complete Genome	1860815	1	98.04	1.76	OK	0	0	0	0	0	0	1
GCA_000800805.1	1577791	Candidatus Methanoplasma termitum	Archaea	Archaea	Thermoplasmatota	2283796	Thermoplasmata	183967	Methanomassiliicoccales	1235850	Methanomassiliicoccaceae	1577788	Candidatus Methanoplasma	1607807	Candidatus Methanoplasma termitum	1577791	Candidatus Methanoplasma termitum	GCF_000800805.1	Complete Genome	1488669	1	69.72	10.98	OK	0	0	0	0	0	1	0
GCA_001006045.1	113653	Geoglobus ahangari	Archaea	Archaea	Methanobacteriota	28890	Archaeoglobi	183980	Archaeoglobales	2231	Archaeoglobaceae	2232	Geoglobus	190818	Geoglobus ahangari	113653	Geoglobus ahangari	GCF_001006045.1	Complete Genome	1770093	1	97.47	1.62	OK	0	0	0	0	0	0	1
GCA_001006085.1	675631	Desulfurococcus mucosus DSM 2161	Archaea	Archaea	Thermoproteota	28889	Thermoprotei	183924	Desulfurococcales	114380	Desulfurococcaceae	2272	Desulfurococcus	2273	Desulfurococcus mucosus	2275	Desulfurococcus mucosus	GCF_001006085.1	Scaffold	1198142	62	90.55	0.37	OK	0	0	0	0	0	0	1
GCA_001011115.1	1604004	Halanaeroarchaeum sulfurireducens	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Halobacteriaceae	2236	Halanaeroarchaeum	1656823	Halanaeroarchaeum sulfurireducens	1604004	Halanaeroarchaeum sulfurireducens	GCF_001011115.1	Complete Genome	2209738	2	97.06	1.43	OK	0	0	0	0	0	0	1
GCA_001280425.1	1705562	Haloarcula rubripromontorii	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Haloarcula	2237	Haloarcula rubripromontorii	1705562	Haloarcula rubripromontorii	GCF_001280425.1	Contig	3970989	18	98.48	3	OK	0	0	0	0	0	0	1
GCA_001282785.1	1480675	Halolamina sediminis	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halolamina	1075397	Halolamina sediminis	1480675	Halolamina sediminis	GCF_001282785.1	Contig	2835858	1	97.08	0.41	OK	0	0	0	0	0	0	1
GCA_001316065.1	1198449	Aeropyrum camini SY1 = JCM 12091	Archaea	Archaea	Thermoproteota	28889	Thermoprotei	183924	Desulfurococcales	114380	Desulfurococcaceae	2272	Aeropyrum	56635	Aeropyrum camini	229980	Aeropyrum camini	GCF_001316065.1	Contig	1591049	41	74.99	3.86	OK	1	1	0	0	0	1	0
GCA_001316225.1	1295373	Acidiplasma cupricumulans JCM 13668 = DSM 16651	Archaea	Archaea	Thermoplasmatota	2283796	Thermoplasmata	183967	Thermoplasmatales	2301	Ferroplasmaceae	90142	Acidiplasma	507753	Acidiplasma cupricumulans	312540	Acidiplasma cupricumulans	GCF_001316225.1	Contig	1747526	108	38.43	3.01	OK	0	0	0	0	0	1	0
GCA_001368915.1	1476858	Haloferax massiliensis	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloferax	2251	Haloferax massiliensis	1476858	Haloferax massiliensis	GCF_001368915.1	Scaffold	4015175	29	96.05	2.04	OK	0	0	0	0	0	0	1
GCA_001399695.1	507754	Acidiplasma aeolicum	Archaea	Archaea	Thermoplasmatota	2283796	Thermoplasmata	183967	Thermoplasmatales	2301	Ferroplasmaceae	90142	Acidiplasma	507753	Acidiplasma aeolicum	507754	Acidiplasma aeolicum	GCF_001399695.1	Contig	1746790	483	95.3	4.06	OK	1	0	0	0	0	0	1
GCA_001402935.1	312540	Acidiplasma cupricumulans	Archaea	Archaea	Thermoplasmatota	2283796	Thermoplasmata	183967	Thermoplasmatales	2301	Ferroplasmaceae	90142	Acidiplasma	507753	Acidiplasma cupricumulans	312540	Acidiplasma cupricumulans	GCF_001402935.1	Contig	1731076	312	96.51	3.84	OK	0	0	0	0	0	0	1
GCA_001402945.1	507754	Acidiplasma aeolicum	Archaea	Archaea	Thermoplasmatota	2283796	Thermoplasmata	183967	Thermoplasmatales	2301	Ferroplasmaceae	90142	Acidiplasma	507753	Acidiplasma aeolicum	507754	Acidiplasma aeolicum	GCF_001402945.1	Contig	1778901	296	96.18	4.53	OK	1	0	0	0	0	0	1
GCA_001462205.1	1678448	Haloparvum sedimenti	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloparvum	1820337	Haloparvum sedimenti	1678448	Haloparvum sedimenti	GCF_001462205.1	Scaffold	3243052	293	98.41	0.41	OK	0	0	0	0	0	0	1
GCA_001469865.1	1544718	Haloferax profundi	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloferax	2251	Haloferax profundi	1544718	Haloferax profundi	GCF_001469865.1	Contig	3830759	716	92.42	6.09	OK	0	0	0	0	0	1	0
GCA_001469875.2	1544719	Haloferax marisrubri	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloferax	2251	Haloferax marisrubri	1544719	Haloferax marisrubri	GCF_001469875.2	Scaffold	3904985	66	98.2	1.14	OK	0	0	0	0	0	0	1
GCA_001469955.1	1514971	Haloprofundus marisrubri	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloprofundus	1911573	Haloprofundus marisrubri	1514971	Haloprofundus marisrubri	GCF_001469955.1	Contig	3929557	41	99.59		OK	0	0	0	0	0	1	0
GCA_001488575.1	1407499	Halobacterium hubeiense	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Halobacteriaceae	2236	Halobacterium	2239	Halobacterium hubeiense	1407499	Halobacterium hubeiense	GCF_001488575.1	Complete Genome	3130345	4	92.64	10.04	OK	0	0	0	0	0	1	0
GCA_001542905.1	1758255	Halorubrum aethiopicum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum aethiopicum	1758255	Halorubrum aethiopicum	GCF_001542905.1	Contig	3325770	3	94.82	4.91	OK	0	0	0	0	0	0	1
GCA_001593955.1	1008153	Halalkalicoccus paucihalophilus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Halalkalicoccaceae	3386556	Halalkalicoccus	332246	Halalkalicoccus paucihalophilus	1008153	Halalkalicoccus paucihalophilus	GCF_001593955.1	Contig	3980410	23	83.99	14.22	OK	0	0	0	0	0	1	0
GCA_001886955.1	1873524	Halodesulfurarchaeum formicicum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Halobacteriaceae	2236	Halodesulfurarchaeum	1980514	Halodesulfurarchaeum formicicum	1873524	Halodesulfurarchaeum formicicum	GCF_001886955.1	Complete Genome	2085946	1	95.9	1.64	OK	0	0	0	0	0	0	1
GCA_002078355.1	74969	Ferroplasma acidiphilum	Archaea	Archaea	Thermoplasmatota	2283796	Thermoplasmata	183967	Thermoplasmatales	2301	Ferroplasmaceae	90142	Ferroplasma	74968	Ferroplasma acidiphilum	74969	Ferroplasma acidiphilum	GCF_002078355.1	Complete Genome	1826943	1	98.79	1.45	OK	0	0	0	0	0	0	1
GCA_002114285.1	1121945	Halorubrum ezzemoulense DSM 17463	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum ezzemoulense	337243	Halorubrum ezzemoulense	GCF_002114285.1	Contig	3603550	155	99.19	1.29	OK	1	1	0	0	0	0	1
GCA_002252985.1	1383851	Halorubrum halodurans	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum halodurans	1383851	Halorubrum halodurans	GCF_002252985.1	Scaffold	3320122	156	91.68	2.44	OK	0	0	0	0	0	0	1
GCA_002286985.1	2032630	Halorubrum salipaludis	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum salipaludis	2032630	Halorubrum salipaludis	GCF_002286985.1	Contig	3506649	27	98.95	4.94	OK	0	0	0	0	0	0	1
GCA_002379115.1	337243	Halorubrum ezzemoulense	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum ezzemoulense	337243	Halorubrum ezzemoulense	GCF_002379115.1	Contig	3665422	105	99.55	2.79	OK	1	0	0	0	0	0	1
GCA_002727125.1	1383844	Halorubrum persicum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum persicum	1383844	Halorubrum persicum	GCF_002727125.1	Scaffold	3578349	164	96.81	4.09	OK	0	0	0	0	0	0	1
GCA_002788215.1	1073996	Halohasta litchfieldiae	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halohasta	1450140	Halohasta litchfieldiae	1073996	Halohasta litchfieldiae	GCF_002788215.1	Complete Genome	3332022	1	99.52	1.76	OK	1	0	0	0	0	0	1
GCA_002844195.1	1985678	Halegenticoccus soli	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halegenticoccus	2663399	Halegenticoccus soli	1985678	Halegenticoccus soli	GCF_002844195.1	Scaffold	4615401	16	99.31	0.41	OK	0	0	0	0	0	0	1
GCA_002952775.1	2055893	Halalkaliarchaeum desulfuricum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halalkaliarchaeum	2678343	Halalkaliarchaeum desulfuricum	2055893	Halalkaliarchaeum desulfuricum	GCF_002952775.1	Complete Genome	3313120	1	98.89	2.7	OK	0	0	0	0	0	0	1
GCA_003058365.1	1679096	Halococcoides cellulosivorans	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Halococcoides	2907507	Halococcoides cellulosivorans	1679096	Halococcoides cellulosivorans	GCF_003058365.1	Complete Genome	2723120	1	96.78	0.35	OK	0	0	0	0	0	0	1
GCA_003201765.2	619593	Acidianus sulfidivorans JP7	Archaea	Archaea	Thermoproteota	28889	Thermoprotei	183924	Sulfolobales	2281	Sulfolobaceae	118883	Acidianus	12914	Acidianus sulfidivorans	312539	Acidianus sulfidivorans	GCF_003201765.2	Complete Genome	2265309	1	99.31	2.4	OK	0	0	0	0	0	0	1
GCA_003201835.2	41673	Acidianus brierleyi	Archaea	Archaea	Thermoproteota	28889	Thermoprotei	183924	Sulfolobales	2281	Sulfolobaceae	118883	Acidianus	12914	Acidianus brierleyi	41673	Acidianus brierleyi	GCF_003201835.2	Complete Genome	2947244	1	98.9	3.83	OK	0	0	0	0	0	0	1
GCA_003336245.1	1126245	Haloplanus salinus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloplanus	376170	Haloplanus salinus	1126245	Haloplanus salinus	GCF_003336245.1	Contig	3549098	4	99.38	0.87	OK	0	0	0	0	0	0	1
GCA_003342675.1	1547898	Haloplanus rubicundus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloplanus	376170	Haloplanus rubicundus	1547898	Haloplanus rubicundus	GCF_003342675.1	Complete Genome	3773640	3	98.96	0.91	OK	0	0	0	0	0	0	1
GCA_003351065.1	1236180	Halopelagius longus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halopelagius	1008195	Halopelagius longus	1236180	Halopelagius longus	GCF_003351065.1	Scaffold	3878996	33	99.52		OK	1	0	0	0	0	1	0
GCA_003369835.1	660515	Halorussus rarus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus rarus	660515	Halorussus rarus	GCF_003369835.1	Contig	4372177	7	99.1	2.49	OK	0	0	0	0	0	0	1
GCA_003382685.1	1710536	Halorussus litoreus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus litoreus	1710536	Halorussus litoreus	GCF_003382685.1	Scaffold	3838315	97	97.03	0.41	OK	0	0	0	0	0	0	1
GCA_003439925.1	2283527	Haloprofundus halophilus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloprofundus	1911573	Haloprofundus halophilus	2283527	Haloprofundus halophilus	GCF_003439925.1	Contig	3473342	6	98.76		OK	0	0	0	0	0	1	0
GCA_003605575.1	2216978	Halonotius aquaticus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halonotius	869896	Halonotius aquaticus	2216978	Halonotius aquaticus	GCF_003605575.1	Scaffold	2468392	19	98.62	0.41	OK	0	0	0	0	0	0	1
GCA_003605635.1	268735	Halonotius pteroides	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halonotius	869896	Halonotius pteroides	268735	Halonotius pteroides	GCF_003605635.1	Contig	3009688	115	98.96	2.77	OK	0	0	0	0	0	0	1
GCA_003610195.1	148449	Halopiger aswanensis	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natrialbaceae	1644061	Halopiger	387342	Halopiger aswanensis	148449	Halopiger aswanensis	GCF_003610195.1	Scaffold	4865231	18	100	0.83	OK	0	0	0	0	0	0	1
GCA_003634715.1	182779	Haloarcula quadrata	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Haloarcula	2237	Haloarcula quadrata	182779	Haloarcula quadrata	GCF_003634715.1	Contig	4459149	6	98.15	1.05	Inconclusive	0	0	0	0	1	0	0
GCA_003675855.1	1547897	Halostella salina	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natronoarchaeaceae	2976354	Halostella	1843185	Halostella salina	1547897	Halostella salina	GCF_003675855.1	Contig	3735525	17	99.86	0.62	OK	0	0	0	0	0	0	1
GCA_003675875.1	2448456	Halostella limicola	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natronoarchaeaceae	2976354	Halostella	1843185	Halostella limicola	2448456	Halostella limicola	GCF_003675875.1	Scaffold	4117014	10	99.1	1.24	OK	0	0	0	0	0	0	1
GCA_003688715.1	660522	Haloplanus aerogenes	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloplanus	376170	Haloplanus aerogenes	660522	Haloplanus aerogenes	GCF_003688715.1	Scaffold	3507307	20	99.52	0.87	OK	1	0	0	0	0	0	1
GCA_003697815.1	2675002	Halalkalicoccus subterraneus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Halalkalicoccaceae	3386556	Halalkalicoccus	332246	Halalkalicoccus subterraneus	2675002	Halalkalicoccus subterraneus	GCF_003697815.1	Scaffold	3610033	104	83.86	12.93	OK	0	0	0	0	0	1	0
GCA_003722095.1	2216012	Halosegnis longus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natronomonadaceae	3402413	Halosegnis	2841540	Halosegnis longus	2216012	Halosegnis longus	GCF_003722095.1	Contig	2661022	3	90.1		OK	1	0	0	0	0	1	0
GCA_003730195.1	1710538	Halosimplex salinum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Halosimplex	171163	Halosimplex salinum	1710538	Halosimplex salinum	GCF_003730195.1	Contig	5072893	28	99.52	2.9	OK	0	0	0	0	0	0	1
GCA_003856835.1	660522	Haloplanus aerogenes	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Haloplanus	376170	Haloplanus aerogenes	660522	Haloplanus aerogenes	GCF_003856835.1	Complete Genome	3503092	2	99.52	0.45	OK	1	0	0	0	0	0	1
GCA_003862495.1	1785090	Halocatena pleomorpha	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natronomonadaceae	3402413	Halocatena	2907493	Halocatena pleomorpha	1785090	Halocatena pleomorpha	GCF_003862495.1	Contig	3654689	61	99.06	1.59	OK	0	0	0	0	0	0	1
GCA_003977755.1	2675099	Haloterrigena salifodinae	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Natrialbaceae	1644061	Haloterrigena	121871	Haloterrigena salifodinae	2675099	Haloterrigena salifodinae	GCF_003977755.1	Scaffold	4960699	14	93.5	3.8	OK	0	0	0	0	0	0	1
GCA_004087835.1	2505977	Halorussus pelagicus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus pelagicus	2505977	Halorussus pelagicus	GCF_004087835.1	Complete Genome	3490924	4	99.1	1.24	OK	0	0	0	0	0	0	1
GCA_004114995.1	2508724	Halorubrum amylolyticum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halorubrum	56688	Halorubrum amylolyticum	2508724	Halorubrum amylolyticum	GCF_004114995.1	Scaffold	3630756	94	95.84	2.43	OK	0	0	0	0	0	0	1
GCA_004116405.1	2071624	Halegenticoccus tardaugens	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloferacaceae	1644056	Halegenticoccus	2663399	Halegenticoccus tardaugens	2071624	Halegenticoccus tardaugens	GCF_004116405.1	Contig	4891127	14	99.1	1.66	OK	0	0	0	0	0	0	1
GCA_004118325.1	2479928	Halorientalis pallida	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Halorientalis	1073987	Halorientalis pallida	2479928	Halorientalis pallida	GCF_004118325.1	Scaffold	4087668	31	99.52	1.45	OK	0	0	0	0	0	0	1
GCA_004143485.2	1126242	Halorussus amylolyticus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus amylolyticus	1126242	Halorussus amylolyticus	GCF_004143485.2	Scaffold	3779259	55	98.88	2.07	OK	0	0	0	0	0	0	1
GCA_004681185.1	2562280	Haloarcula amylovorans	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Haloarcula	2237	Haloarcula amylovorans	2562280	Haloarcula amylovorans	GCF_004681185.1	Scaffold	5038561	50	90.63	14.65	OK	0	0	0	0	0	1	0
GCA_004698125.1	2559572	Halosimplex halophilum	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haloarculaceae	1963268	Halosimplex	171163	Halosimplex halophilum	2559572	Halosimplex halophilum	GCF_004698125.1	Scaffold	4467366	9	99.93	2.49	OK	0	0	0	0	0	0	1
GCA_004765785.1	1126238	Halorussus ruber	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus ruber	1126238	Halorussus ruber	GCF_004765785.1	Scaffold	4318307	35	99.52	1.04	OK	0	0	0	0	0	0	1
GCA_004765795.1	2505976	Halorussus marinus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus marinus	2505976	Halorussus marinus	GCF_004765795.1	Scaffold	3763720	39	99.52	1.66	OK	0	0	0	0	0	0	1
GCA_004765805.1	1710537	Halorussus halobius	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus halobius	1710537	Halorussus halobius	GCF_004765805.1	Scaffold	3933954	18	97.44	2.9	OK	0	0	0	0	0	0	1
GCA_004765815.2	1364935	Halorussus salinus	Archaea	Archaea	Methanobacteriota	28890	Halobacteria	183963	Halobacteriales	2235	Haladaptataceae	3064797	Halorussus	1070314	Halorussus salinus	1364935	Halorussus salinus	GCF_004765815.2	Scaffold	4753237	16	98.96	0.83	OK	0	0	0	0	0	0	1
