scenario	accession	genus	domain	neighbour	ani	af_min	class	same_genus
novel_species	GCA_001469955.1	Haloprofundus	Archaea	GCA_003439925.1	86.02	32.65	congeneric	1
as_reported	GCA_001488575.1	Halobacterium	Archaea	GCA_021233435.1	90.56	47.91	congeneric	1
no_self_strain	GCA_001488575.1	Halobacterium	Archaea	GCA_021233435.1	90.56	47.91	congeneric	1
novel_species	GCA_001488575.1	Halobacterium	Archaea	GCA_021233435.1	90.56	47.91	congeneric	1
as_reported	GCA_001542905.1	Halorubrum	Archaea	GCA_002252985.1	93.11	60.09	congeneric	1
no_self_strain	GCA_001542905.1	Halorubrum	Archaea	GCA_002252985.1	93.11	60.09	congeneric	1
novel_species	GCA_001542905.1	Halorubrum	Archaea	GCA_002252985.1	93.11	60.09	congeneric	1
as_reported	GCA_001593955.1	Halalkalicoccus	Archaea	GCA_000337255.1	85.95	26.59	congeneric	1
no_self_strain	GCA_001593955.1	Halalkalicoccus	Archaea	GCA_000337255.1	85.95	26.59	congeneric	1
novel_species	GCA_001593955.1	Halalkalicoccus	Archaea	GCA_000337255.1	85.95	26.59	congeneric	1
as_reported	GCA_002078355.1	Ferroplasma	Archaea	GCA_000152265.2	97.30	81.18	same_species	1
no_self_strain	GCA_002078355.1	Ferroplasma	Archaea	GCA_000152265.2	97.30	81.18	same_species	1
as_reported	GCA_002114285.1	Halorubrum	Archaea	GCA_000421805.1	99.93	99.07	same_strain	1
no_self_strain	GCA_002114285.1	Halorubrum	Archaea	GCA_900188075.1	98.86	80.70	same_species	1
novel_species	GCA_002114285.1	Halorubrum	Archaea	GCA_041379815.1	90.26	46.33	congeneric	1
as_reported	GCA_002252985.1	Halorubrum	Archaea	GCA_001542905.1	93.11	60.09	congeneric	1
no_self_strain	GCA_002252985.1	Halorubrum	Archaea	GCA_001542905.1	93.11	60.09	congeneric	1
novel_species	GCA_002252985.1	Halorubrum	Archaea	GCA_001542905.1	93.11	60.09	congeneric	1
as_reported	GCA_002286985.1	Halorubrum	Archaea	GCA_004114995.1	90.50	41.79	congeneric	1
no_self_strain	GCA_002286985.1	Halorubrum	Archaea	GCA_004114995.1	90.50	41.79	congeneric	1
novel_species	GCA_002286985.1	Halorubrum	Archaea	GCA_004114995.1	90.50	41.79	congeneric	1
as_reported	GCA_002379115.1	Halorubrum	Archaea	GCA_900188075.1	99.94	99.60	same_species	1
no_self_strain	GCA_002379115.1	Halorubrum	Archaea	GCA_900188075.1	99.94	99.60	same_species	1
novel_species	GCA_002379115.1	Halorubrum	Archaea	GCA_041379815.1	90.49	47.23	congeneric	1
as_reported	GCA_002727125.1	Halorubrum	Archaea	GCA_007671685.1	89.94	40.24	congeneric	1
no_self_strain	GCA_002727125.1	Halorubrum	Archaea	GCA_007671685.1	89.94	40.24	congeneric	1
novel_species	GCA_002727125.1	Halorubrum	Archaea	GCA_007671685.1	89.94	40.24	congeneric	1
as_reported	GCA_002788215.1	Halohasta	Archaea	GCA_900109065.1	99.99	97.79	same_species	1
no_self_strain	GCA_002788215.1	Halohasta	Archaea	GCA_900109065.1	99.99	97.79	same_species	1
novel_species	GCA_002788215.1	Halohasta	Archaea	GCA_024494645.1	82.64	13.21	congeneric	1
as_reported	GCA_002844195.1	Halegenticoccus	Archaea	GCA_004116405.1	83.62	15.74	congeneric	1
no_self_strain	GCA_002844195.1	Halegenticoccus	Archaea	GCA_004116405.1	83.62	15.74	congeneric	1
novel_species	GCA_002844195.1	Halegenticoccus	Archaea	GCA_004116405.1	83.62	15.74	congeneric	1
as_reported	GCA_003336245.1	Haloplanus	Archaea	GCA_003342675.1	90.63	46.69	congeneric	1
no_self_strain	GCA_003336245.1	Haloplanus	Archaea	GCA_003342675.1	90.63	46.69	congeneric	1
novel_species	GCA_003336245.1	Haloplanus	Archaea	GCA_003342675.1	90.63	46.69	congeneric	1
as_reported	GCA_003342675.1	Haloplanus	Archaea	GCA_003336245.1	90.63	46.69	congeneric	1
no_self_strain	GCA_003342675.1	Haloplanus	Archaea	GCA_003336245.1	90.63	46.69	congeneric	1
novel_species	GCA_003342675.1	Haloplanus	Archaea	GCA_003336245.1	90.63	46.69	congeneric	1
as_reported	GCA_003351065.1	Halopelagius	Archaea	GCA_900100875.1	99.99	99.79	same_species	1
no_self_strain	GCA_003351065.1	Halopelagius	Archaea	GCA_900100875.1	99.99	99.79	same_species	1
novel_species	GCA_003351065.1	Halopelagius	Archaea	GCA_042662625.1	92.05	65.71	congeneric	1
as_reported	GCA_003369835.1	Halorussus	Archaea	GCA_023238205.1	83.11	11.06	congeneric	1
no_self_strain	GCA_003369835.1	Halorussus	Archaea	GCA_023238205.1	83.11	11.06	congeneric	1
novel_species	GCA_003369835.1	Halorussus	Archaea	GCA_023238205.1	83.11	11.06	congeneric	1
as_reported	GCA_003382685.1	Halorussus	Archaea	GCA_004765805.1	83.74	12.12	congeneric	1
no_self_strain	GCA_003382685.1	Halorussus	Archaea	GCA_004765805.1	83.74	12.12	congeneric	1
novel_species	GCA_003382685.1	Halorussus	Archaea	GCA_004765805.1	83.74	12.12	congeneric	1
as_reported	GCA_003439925.1	Haloprofundus	Archaea	GCA_020097815.1	89.45	53.08	congeneric	1
no_self_strain	GCA_003439925.1	Haloprofundus	Archaea	GCA_020097815.1	89.45	53.08	congeneric	1
novel_species	GCA_003439925.1	Haloprofundus	Archaea	GCA_020097815.1	89.45	53.08	congeneric	1
as_reported	GCA_003605575.1	Halonotius	Archaea	GCA_003605635.1	89.27	45.45	congeneric	1
no_self_strain	GCA_003605575.1	Halonotius	Archaea	GCA_003605635.1	89.27	45.45	congeneric	1
novel_species	GCA_003605575.1	Halonotius	Archaea	GCA_003605635.1	89.27	45.45	congeneric	1
as_reported	GCA_003605635.1	Halonotius	Archaea	GCA_003605575.1	89.27	45.45	congeneric	1
no_self_strain	GCA_003605635.1	Halonotius	Archaea	GCA_003605575.1	89.27	45.45	congeneric	1
novel_species	GCA_003605635.1	Halonotius	Archaea	GCA_003605575.1	89.27	45.45	congeneric	1
as_reported	GCA_003610195.1	Halopiger	Archaea	GCA_000217715.1	91.50	62.02	congeneric	1
no_self_strain	GCA_003610195.1	Halopiger	Archaea	GCA_000217715.1	91.50	62.02	congeneric	1
novel_species	GCA_003610195.1	Halopiger	Archaea	GCA_000217715.1	91.50	62.02	congeneric	1
as_reported	GCA_003634715.1	Haloarcula	Archaea	GCA_000337275.1	98.64	79.28	same_species	1
no_self_strain	GCA_003634715.1	Haloarcula	Archaea	GCA_000337275.1	98.64	79.28	same_species	1
novel_species	GCA_003634715.1	Haloarcula	Archaea	GCA_039545215.1	91.31	57.67	congeneric	1
as_reported	GCA_003675855.1	Halostella	Archaea	GCA_004785955.1	88.37	41.70	congeneric	1
no_self_strain	GCA_003675855.1	Halostella	Archaea	GCA_004785955.1	88.37	41.70	congeneric	1
novel_species	GCA_003675855.1	Halostella	Archaea	GCA_004785955.1	88.37	41.70	congeneric	1
as_reported	GCA_003675875.1	Halostella	Archaea	GCA_003675855.1	83.38	11.18	congeneric	1
no_self_strain	GCA_003675875.1	Halostella	Archaea	GCA_003675855.1	83.38	11.18	congeneric	1
novel_species	GCA_003675875.1	Halostella	Archaea	GCA_003675855.1	83.38	11.18	congeneric	1
as_reported	GCA_003688715.1	Haloplanus	Archaea	GCA_003856835.1	100.00	100.00	same_species	1
no_self_strain	GCA_003688715.1	Haloplanus	Archaea	GCA_003856835.1	100.00	100.00	same_species	1
novel_species	GCA_003688715.1	Haloplanus	Archaea	GCA_003342675.1	86.11	30.46	congeneric	1
as_reported	GCA_003697815.1	Halalkalicoccus	Archaea	GCA_001593955.1	84.87	21.50	congeneric	1
no_self_strain	GCA_003697815.1	Halalkalicoccus	Archaea	GCA_001593955.1	84.87	21.50	congeneric	1
novel_species	GCA_003697815.1	Halalkalicoccus	Archaea	GCA_001593955.1	84.87	21.50	congeneric	1
as_reported	GCA_003722095.1	Halosegnis	Archaea	GCA_009663395.1	99.23	81.26	same_species	1
no_self_strain	GCA_003722095.1	Halosegnis	Archaea	GCA_009663395.1	99.23	81.26	same_species	1
novel_species	GCA_003722095.1	Halosegnis	Archaea	GCA_009184545.1	91.65	68.17	congeneric	1
as_reported	GCA_003730195.1	Halosimplex	Archaea	GCA_051414035.1	85.21	21.51	congeneric	1
no_self_strain	GCA_003730195.1	Halosimplex	Archaea	GCA_051414035.1	85.21	21.51	congeneric	1
novel_species	GCA_003730195.1	Halosimplex	Archaea	GCA_051414035.1	85.21	21.51	congeneric	1
as_reported	GCA_003856835.1	Haloplanus	Archaea	GCA_003688715.1	100.00	100.00	same_species	1
no_self_strain	GCA_003856835.1	Haloplanus	Archaea	GCA_003688715.1	100.00	100.00	same_species	1
novel_species	GCA_003856835.1	Haloplanus	Archaea	GCA_003342675.1	86.16	29.55	congeneric	1
as_reported	GCA_003862495.1	Halocatena	Archaea	GCA_023115355.1	87.14	35.78	congeneric	1
no_self_strain	GCA_003862495.1	Halocatena	Archaea	GCA_023115355.1	87.14	35.78	congeneric	1
novel_species	GCA_003862495.1	Halocatena	Archaea	GCA_023115355.1	87.14	35.78	congeneric	1
as_reported	GCA_003977755.1	Haloterrigena	Archaea	GCA_000337495.1	94.72	79.07	congeneric	1
no_self_strain	GCA_003977755.1	Haloterrigena	Archaea	GCA_000337495.1	94.72	79.07	congeneric	1
novel_species	GCA_003977755.1	Haloterrigena	Archaea	GCA_000337495.1	94.72	79.07	congeneric	1
as_reported	GCA_004087835.1	Halorussus	Archaea	GCA_004765815.2	86.03	18.59	congeneric	1
no_self_strain	GCA_004087835.1	Halorussus	Archaea	GCA_004765815.2	86.03	18.59	congeneric	1
novel_species	GCA_004087835.1	Halorussus	Archaea	GCA_004765815.2	86.03	18.59	congeneric	1
as_reported	GCA_004114995.1	Halorubrum	Archaea	GCA_002286985.1	90.50	41.79	congeneric	1
no_self_strain	GCA_004114995.1	Halorubrum	Archaea	GCA_002286985.1	90.50	41.79	congeneric	1
novel_species	GCA_004114995.1	Halorubrum	Archaea	GCA_002286985.1	90.50	41.79	congeneric	1
as_reported	GCA_004116405.1	Halegenticoccus	Archaea	GCA_002844195.1	83.62	15.74	congeneric	1
no_self_strain	GCA_004116405.1	Halegenticoccus	Archaea	GCA_002844195.1	83.62	15.74	congeneric	1
novel_species	GCA_004116405.1	Halegenticoccus	Archaea	GCA_002844195.1	83.62	15.74	congeneric	1
as_reported	GCA_004118325.1	Halorientalis	Archaea	GCA_023698535.1	89.69	49.96	congeneric	1
no_self_strain	GCA_004118325.1	Halorientalis	Archaea	GCA_023698535.1	89.69	49.96	congeneric	1
novel_species	GCA_004118325.1	Halorientalis	Archaea	GCA_023698535.1	89.69	49.96	congeneric	1
as_reported	GCA_004143485.2	Halorussus	Archaea	GCA_024138125.1	82.93	11.83	congeneric	1
no_self_strain	GCA_004143485.2	Halorussus	Archaea	GCA_024138125.1	82.93	11.83	congeneric	1
novel_species	GCA_004143485.2	Halorussus	Archaea	GCA_024138125.1	82.93	11.83	congeneric	1
as_reported	GCA_004681185.1	Haloarcula	Archaea	GCA_010119205.1	89.73	49.03	congeneric	1
no_self_strain	GCA_004681185.1	Haloarcula	Archaea	GCA_010119205.1	89.73	49.03	congeneric	1
novel_species	GCA_004681185.1	Haloarcula	Archaea	GCA_010119205.1	89.73	49.03	congeneric	1
as_reported	GCA_004698125.1	Halosimplex	Archaea	GCA_051414055.1	93.57	62.21	congeneric	1
no_self_strain	GCA_004698125.1	Halosimplex	Archaea	GCA_051414055.1	93.57	62.21	congeneric	1
novel_species	GCA_004698125.1	Halosimplex	Archaea	GCA_051414055.1	93.57	62.21	congeneric	1
as_reported	GCA_004765785.1	Halorussus	Archaea	GCA_029338375.1	87.31	32.76	congeneric	1
no_self_strain	GCA_004765785.1	Halorussus	Archaea	GCA_029338375.1	87.31	32.76	congeneric	1
novel_species	GCA_004765785.1	Halorussus	Archaea	GCA_029338375.1	87.31	32.76	congeneric	1
as_reported	GCA_004765795.1	Halorussus	Archaea	GCA_004765805.1	83.11	9.36	congeneric	1
no_self_strain	GCA_004765795.1	Halorussus	Archaea	GCA_004765805.1	83.11	9.36	congeneric	1
novel_species	GCA_004765795.1	Halorussus	Archaea	GCA_004765805.1	83.11	9.36	congeneric	1
as_reported	GCA_004765805.1	Halorussus	Archaea	GCA_003382685.1	83.74	12.12	congeneric	1
no_self_strain	GCA_004765805.1	Halorussus	Archaea	GCA_003382685.1	83.74	12.12	congeneric	1
novel_species	GCA_004765805.1	Halorussus	Archaea	GCA_003382685.1	83.74	12.12	congeneric	1
as_reported	GCA_004765815.2	Halorussus	Archaea	GCA_023238445.1	89.61	35.07	congeneric	1
no_self_strain	GCA_004765815.2	Halorussus	Archaea	GCA_023238445.1	89.61	35.07	congeneric	1
novel_species	GCA_004765815.2	Halorussus	Archaea	GCA_023238445.1	89.61	35.07	congeneric	1
as_reported	GCA_004785955.1	Halostella	Archaea	GCA_003675855.1	88.37	41.70	congeneric	1
no_self_strain	GCA_004785955.1	Halostella	Archaea	GCA_003675855.1	88.37	41.70	congeneric	1
novel_species	GCA_004785955.1	Halostella	Archaea	GCA_003675855.1	88.37	41.70	congeneric	1
as_reported	GCA_004799605.1	Halobacterium	Archaea	GCA_008124605.1	99.99	97.42	same_species	1
no_self_strain	GCA_004799605.1	Halobacterium	Archaea	GCA_008124605.1	99.99	97.42	same_species	1
novel_species	GCA_004799605.1	Halobacterium	Archaea	GCA_021729015.1	83.54	10.60	congeneric	1
as_reported	GCA_004799685.1	Haloquadratum	Archaea	GCA_900108165.1	100.00	99.78	same_species	1
no_self_strain	GCA_004799685.1	Haloquadratum	Archaea	GCA_900108165.1	100.00	99.78	same_species	1
novel_species	GCA_004799685.1	Haloquadratum	Archaea	GCA_024494595.1	90.16	51.76	congeneric	1
as_reported	GCA_004944975.1	Halorhabdus	Archaea	GCA_900880625.1	83.95	21.89	congeneric	1
no_self_strain	GCA_004944975.1	Halorhabdus	Archaea	GCA_900880625.1	83.95	21.89	congeneric	1
novel_species	GCA_004944975.1	Halorhabdus	Archaea	GCA_900880625.1	83.95	21.89	congeneric	1
as_reported	GCA_005049285.1	Halorientalis	Archaea	GCA_023566035.1	100.00	100.00	same_species	1
no_self_strain	GCA_005049285.1	Halorientalis	Archaea	GCA_023566035.1	100.00	100.00	same_species	1
novel_species	GCA_005049285.1	Halorientalis	Archaea	GCA_042678165.1	83.23	15.25	congeneric	1
as_reported	GCA_005239435.1	Halorussus	Archaea	GCA_029338395.1	85.04	18.89	congeneric	1
no_self_strain	GCA_005239435.1	Halorussus	Archaea	GCA_029338395.1	85.04	18.89	congeneric	1
novel_species	GCA_005239435.1	Halorussus	Archaea	GCA_029338395.1	85.04	18.89	congeneric	1
as_reported	GCA_005310945.1	Haloarcula	Archaea	GCA_000011085.1	100.00	98.09	same_strain	1
no_self_strain	GCA_005310945.1	Haloarcula	Archaea	GCA_003634715.1	98.58	80.32	same_species	1
novel_species	GCA_005310945.1	Haloarcula	Archaea	GCA_000223905.1	91.08	63.70	congeneric	1
as_reported	GCA_005406125.1	Haloarcula	Archaea	GCA_031624315.1	90.19	60.04	congeneric	1
no_self_strain	GCA_005406125.1	Haloarcula	Archaea	GCA_031624315.1	90.19	60.04	congeneric	1
novel_species	GCA_005406125.1	Haloarcula	Archaea	GCA_031624315.1	90.19	60.04	congeneric	1
as_reported	GCA_005406325.1	Haloferax	Archaea	GCA_000306765.2	100.00	100.00	same_strain	1
no_self_strain	GCA_005406325.1	Haloferax	Archaea	GCA_000337815.1	85.50	27.54	congeneric	1
novel_species	GCA_005406325.1	Haloferax	Archaea	GCA_000337815.1	85.50	27.54	congeneric	1
as_reported	GCA_006861655.1	Halonotius	Archaea	GCA_003605575.1	86.93	35.54	congeneric	1
no_self_strain	GCA_006861655.1	Halonotius	Archaea	GCA_003605575.1	86.93	35.54	congeneric	1
novel_species	GCA_006861655.1	Halonotius	Archaea	GCA_003605575.1	86.93	35.54	congeneric	1
as_reported	GCA_006861665.1	Halonotius	Archaea	GCA_006861655.1	83.75	13.76	congeneric	1
no_self_strain	GCA_006861665.1	Halonotius	Archaea	GCA_006861655.1	83.75	13.76	congeneric	1
novel_species	GCA_006861665.1	Halonotius	Archaea	GCA_006861655.1	83.75	13.76	congeneric	1
as_reported	GCA_007421925.1	Haloglomus	Archaea	GCA_024298885.1	83.03	9.35	congeneric	1
no_self_strain	GCA_007421925.1	Haloglomus	Archaea	GCA_024298885.1	83.03	9.35	congeneric	1
novel_species	GCA_007421925.1	Haloglomus	Archaea	GCA_024298885.1	83.03	9.35	congeneric	1
as_reported	GCA_007655485.1	Haloquadratum	Archaea	GCA_000739575.1	84.93	17.93	congeneric	1
no_self_strain	GCA_007655485.1	Haloquadratum	Archaea	GCA_000739575.1	84.93	17.93	congeneric	1
novel_species	GCA_007655485.1	Haloquadratum	Archaea	GCA_000739575.1	84.93	17.93	congeneric	1
as_reported	GCA_007671685.1	Halorubrum	Archaea	GCA_000337915.1	90.57	47.07	congeneric	1
no_self_strain	GCA_007671685.1	Halorubrum	Archaea	GCA_000337915.1	90.57	47.07	congeneric	1
novel_species	GCA_007671685.1	Halorubrum	Archaea	GCA_000337915.1	90.57	47.07	congeneric	1
as_reported	GCA_007671725.1	Halorubrum	Archaea	GCA_042665015.1	90.56	47.78	congeneric	1
no_self_strain	GCA_007671725.1	Halorubrum	Archaea	GCA_042665015.1	90.56	47.78	congeneric	1
novel_species	GCA_007671725.1	Halorubrum	Archaea	GCA_042665015.1	90.56	47.78	congeneric	1
as_reported	GCA_008124605.1	Halobacterium	Archaea	GCA_965136395.1	99.99	98.99	same_species	1
no_self_strain	GCA_008124605.1	Halobacterium	Archaea	GCA_965136395.1	99.99	98.99	same_species	1
novel_species	GCA_008124605.1	Halobacterium	Archaea	GCA_021729015.1	83.18	10.88	congeneric	1
as_reported	GCA_009184545.1	Halosegnis	Archaea	GCA_009663395.1	91.71	65.26	congeneric	1
no_self_strain	GCA_009184545.1	Halosegnis	Archaea	GCA_009663395.1	91.71	65.26	congeneric	1
novel_species	GCA_009184545.1	Halosegnis	Archaea	GCA_009663395.1	91.71	65.26	congeneric	1
as_reported	GCA_009428885.1	Acidianus	Archaea	GCA_009729015.1	99.99	97.04	same_species	1
no_self_strain	GCA_009428885.1	Acidianus	Archaea	GCA_009729015.1	99.99	97.04	same_species	1
novel_species	GCA_009428885.1	Acidianus	Archaea	GCA_009729545.1	92.46	67.07	congeneric	1
as_reported	GCA_009663395.1	Halosegnis	Archaea	GCA_003722095.1	99.23	81.26	same_species	1
no_self_strain	GCA_009663395.1	Halosegnis	Archaea	GCA_003722095.1	99.23	81.26	same_species	1
novel_species	GCA_009663395.1	Halosegnis	Archaea	GCA_009184545.1	91.71	65.26	congeneric	1
as_reported	GCA_009674585.1	Haloferax	Archaea	GCA_001469865.1	87.81	35.27	congeneric	1
no_self_strain	GCA_009674585.1	Haloferax	Archaea	GCA_001469865.1	87.81	35.27	congeneric	1
novel_species	GCA_009674585.1	Haloferax	Archaea	GCA_001469865.1	87.81	35.27	congeneric	1
as_reported	GCA_009674605.1	Haloferax	Archaea	GCA_001469865.1	93.74	68.75	congeneric	1
no_self_strain	GCA_009674605.1	Haloferax	Archaea	GCA_001469865.1	93.74	68.75	congeneric	1
novel_species	GCA_009674605.1	Haloferax	Archaea	GCA_001469865.1	93.74	68.75	congeneric	1
as_reported	GCA_009674625.1	Haloferax	Archaea	GCA_009674585.1	86.37	32.19	congeneric	1
no_self_strain	GCA_009674625.1	Haloferax	Archaea	GCA_009674585.1	86.37	32.19	congeneric	1
novel_species	GCA_009674625.1	Haloferax	Archaea	GCA_009674585.1	86.37	32.19	congeneric	1
as_reported	GCA_009729015.1	Acidianus	Archaea	GCA_009428885.1	99.99	97.04	same_species	1
no_self_strain	GCA_009729015.1	Acidianus	Archaea	GCA_009428885.1	99.99	97.04	same_species	1
novel_species	GCA_009729015.1	Acidianus	Archaea	GCA_009729545.1	92.54	68.88	congeneric	1
as_reported	GCA_009729545.1	Acidianus	Archaea	GCA_009729015.1	92.54	68.88	congeneric	1
no_self_strain	GCA_009729545.1	Acidianus	Archaea	GCA_009729015.1	92.54	68.88	congeneric	1
novel_species	GCA_009729545.1	Acidianus	Archaea	GCA_009729015.1	92.54	68.88	congeneric	1
as_reported	GCA_009762275.1	Haloplanus	Archaea	GCA_048595615.1	99.18	81.58	same_species	1
no_self_strain	GCA_009762275.1	Haloplanus	Archaea	GCA_048595615.1	99.18	81.58	same_species	1
novel_species	GCA_009762275.1	Haloplanus	Archaea	GCA_024494725.1	88.57	42.48	congeneric	1
as_reported	GCA_009791395.1	Halomarina	Archaea	GCA_023699475.1	85.34	24.29	congeneric	1
no_self_strain	GCA_009791395.1	Halomarina	Archaea	GCA_023699475.1	85.34	24.29	congeneric	1
novel_species	GCA_009791395.1	Halomarina	Archaea	GCA_023699475.1	85.34	24.29	congeneric	1
as_reported	GCA_009831555.1	Halobacterium	Archaea	GCA_037031165.1	84.07	12.45	congeneric	1
no_self_strain	GCA_009831555.1	Halobacterium	Archaea	GCA_037031165.1	84.07	12.45	congeneric	1
novel_species	GCA_009831555.1	Halobacterium	Archaea	GCA_037031165.1	84.07	12.45	congeneric	1
as_reported	GCA_009831625.1	Halobaculum	Archaea	GCA_040025155.1	90.79	46.12	congeneric	1
no_self_strain	GCA_009831625.1	Halobaculum	Archaea	GCA_040025155.1	90.79	46.12	congeneric	1
novel_species	GCA_009831625.1	Halobaculum	Archaea	GCA_040025155.1	90.79	46.12	congeneric	1
as_reported	GCA_009900715.1	Halococcus	Archaea	GCA_000259215.1	92.34	62.03	congeneric	1
no_self_strain	GCA_009900715.1	Halococcus	Archaea	GCA_000259215.1	92.34	62.03	congeneric	1
novel_species	GCA_009900715.1	Halococcus	Archaea	GCA_000259215.1	92.34	62.03	congeneric	1
as_reported	GCA_010119195.1	Haloarcula	Archaea	GCA_019061225.1	100.00	99.73	same_species	1
no_self_strain	GCA_010119195.1	Haloarcula	Archaea	GCA_019061225.1	100.00	99.73	same_species	1
novel_species	GCA_010119195.1	Haloarcula	Archaea	GCA_037078405.1	86.27	28.84	congeneric	1
as_reported	GCA_010119205.1	Haloarcula	Archaea	GCA_004681185.1	89.73	49.03	congeneric	1
no_self_strain	GCA_010119205.1	Haloarcula	Archaea	GCA_004681185.1	89.73	49.03	congeneric	1
novel_species	GCA_010119205.1	Haloarcula	Archaea	GCA_004681185.1	89.73	49.03	congeneric	1
as_reported	GCA_013267195.1	Halorubrum	Archaea	GCA_000337055.1	90.88	53.33	congeneric	1
no_self_strain	GCA_013267195.1	Halorubrum	Archaea	GCA_000337055.1	90.88	53.33	congeneric	1
novel_species	GCA_013267195.1	Halorubrum	Archaea	GCA_000337055.1	90.88	53.33	congeneric	1
as_reported	GCA_013342145.1	Haloterrigena	Archaea	GCA_000337495.1	94.83	72.59	congeneric	1
no_self_strain	GCA_013342145.1	Haloterrigena	Archaea	GCA_000337495.1	94.83	72.59	congeneric	1
novel_species	GCA_013342145.1	Haloterrigena	Archaea	GCA_000337495.1	94.83	72.59	congeneric	1
as_reported	GCA_013401515.1	Halorarum	Archaea	GCA_013402875.1	83.81	15.75	congeneric	1
no_self_strain	GCA_013401515.1	Halorarum	Archaea	GCA_013402875.1	83.81	15.75	congeneric	1
novel_species	GCA_013401515.1	Halorarum	Archaea	GCA_013402875.1	83.81	15.75	congeneric	1
as_reported	GCA_013402875.1	Halorarum	Archaea	GCA_013401515.1	83.81	15.75	congeneric	1
no_self_strain	GCA_013402875.1	Halorarum	Archaea	GCA_013401515.1	83.81	15.75	congeneric	1
novel_species	GCA_013402875.1	Halorarum	Archaea	GCA_013401515.1	83.81	15.75	congeneric	1
as_reported	GCA_013415885.1	Halosimplex	Archaea	GCA_013415905.1	91.78	51.16	congeneric	1
no_self_strain	GCA_013415885.1	Halosimplex	Archaea	GCA_013415905.1	91.78	51.16	congeneric	1
novel_species	GCA_013415885.1	Halosimplex	Archaea	GCA_013415905.1	91.78	51.16	congeneric	1
